Index,Predicate,V POS,Head Word,Head Word POS,Phrase type,Path,Relative Position,Target
385,prove,VB,that,IN,SBAR,VB1VP0SBAR0,1,ARG1
386,expand,VB,a,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG1
387,receiving,VBG,end,NN,NN,VBG1NP0NN0,1,ARG0
388,joined,VBD,For,IN,PP,VBD1VP1S0PP0,0,ARGM-DIS
389,joined,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
390,joined,VBD,Mayor,NNP,NP,VBD1VP0NP0,1,ARG1
391,joined,VBD,for,IN,PP,VBD1VP0PP0,1,ARGM-PNC
392,followed,VBD,Champagne,NN,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
393,raced,VBD,The,DT,NP-TMP,VBD1VP1S0NP-TMP0,0,ARGM-TMP
394,raced,VBD,with,IN,PP,VBD1VP1S0PP0,0,ARGM-MNR
395,raced,VBD,busloads,NNS,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0,ARG0
396,raced,VBD,to,TO,PP-DIR,VBD1VP0PP-DIR0,1,ARG1-to
397,raced,VBD,*-1,-NONE-,S-ADV,VBD1VP0S-ADV0,1,ARGM-ADV
399,make,VB,could,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
400,make,VB,n't,RB,RB,VB1VP1VP0RB0,0,ARGM-NEG
401,welcomed,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
402,welcomed,VBD,the,DT,NP,VBD1VP0NP0,1,ARG1
403,held,VBN,A,DT,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0,ARG1
404,held,VBN,in,IN,PP-LOC,VBN1VP0PP-LOC0,1,ARGM-LOC
405,banned,VBN,food,NN,NP-SBJ-2,VBN1VP1VP1S0NP-SBJ-20,0,ARG1
406,banned,VBN,to,TO,PP,VBN1VP0PP0,1,ARG2-to
408,hauled,VBD,Then,RB,ADVP-TMP,VBD1VP1S0ADVP-TMP0,0,ARGM-TMP
409,hauled,VBD,in,IN,PP,VBD1VP1S0PP0,0,ARGM-MNR
410,hauled,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
411,hauled,VBD,four,CD,NP,VBD1VP0NP0,1,ARG1
412,hauled,VBD,for,IN,PP-PRP,VBD1VP0PP-PRP0,1,ARGM-PNC
413,drooled,VBD,After,IN,PP-TMP,VBD1VP1S0PP-TMP0,0,ARGM-TMP
414,drooled,VBD,Fortune,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
415,drooled,VBD,like,IN,PP-MNR,VBD1VP0PP-MNR0,1,ARGM-MNR
416,drooled,VBD,over,IN,PP-CLR,VBD1VP0PP-CLR0,1,ARG1-over
417,pointed,VBD,*-1,-NONE-,S-ADV,VBD1VP1S0S-ADV0,0,ARGM-ADV
418,pointed,VBD,the,DT,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0,ARG0
419,pointed,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
420,had,VBD,they,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
421,had,VBD,still,RB,ADVP,VBD1VP1S0ADVP0,0,ARGM-TMP
423,squeezed,VBD,Back,RB,ADVP-LOC,VBD1VP1S0ADVP-LOC0,0,ARGM-LOC
424,squeezed,VBD,the,DT,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0,ARG0
427,boarding,VBG,the,DT,NP-SBJ-1,VBG1VP1S-NOM1PP-TMP1VP1S0NP-SBJ-10,0,ARG0
428,boarding,VBG,the,DT,NP,VBG1VP0NP0,1,ARG1
429,boarding,VBG,again,RB,ADVP,VBG1VP0ADVP0,1,ARGM-TMP
432,fed,VBD,nine,CD,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
433,fed,VBD,them,PRP,NP,VBD1VP0NP0,1,ARG2
434,fed,VBD,Indiana,NNP,NP,VBD1VP0NP0,1,ARG1
435,Knowing,VBG,a,DT,NP,VBG1VP0NP0,1,ARG1
437,Knowing,VBG,*-2,-NONE-,-NONE-,VBG1VP1S-ADV0NP-SBJ0-NONE-0,0,ARG0
439,eat,VBP,one,CD,NP,VBP1VP0NP0,1,ARG1
441,gave,VBD,*-2,-NONE-,S-ADV,VBD1VP1S0S-ADV0,0,ARGM-ADV
442,gave,VBD,the,DT,NP-SBJ-2,VBD1VP1S0NP-SBJ-20,0,ARG0
443,gave,VBD,the,DT,NP,VBD1VP0NP0,1,ARG2
444,gave,VBD,a,DT,NP,VBD1VP0NP0,1,ARG1
445,say,VBP,More,JJR,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
446,say,VBP,0,-NONE-,SBAR,VBP1VP0SBAR0,1,ARG1
447,tempts,VBZ,the,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
448,tempts,VBZ,them,PRP,NP-SBJ,VBZ1VP0S0NP-SBJ0,1,ARG1
449,tempts,VBZ,to,TO,VP,VBZ1VP0S0VP0,1,ARG3
450,return,VB,them,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG1
452,return,VB,for,IN,PP-PRP,VB1VP0PP-PRP0,1,ARGM-PNC
453,looking,VBG,But,CC,CC,VBG1VP1VP1S0CC0,0,ARGM-DIS
455,looking,VBG,they,PRP,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0,ARG0
456,looking,VBG,to,TO,PP-CLR,VBG1VP0PP-CLR0,1,ARG1-to
457,registered,VBD,South,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
458,registered,VBD,a,DT,NP,VBD1VP0NP0,1,ARG1
459,registered,VBD,in,IN,PP-TMP,VBD1VP0PP-TMP0,1,ARGM-TMP
460,registered,VBD,*,-NONE-,S-ADV,VBD1VP0S-ADV0,1,ARGM-ADV
461,registered,VBD,according,VBG,PP,VBD1VP0PP0,1,ARGM-ADV
462,reflecting,VBG,a,DT,NP,VBG1VP1S-ADV1VP0NP0,0,ARG2
464,released,VBD,government,NN,NP,VBD1VP1NP0NP0,0,ARG1
466,showed,VBD,Preliminary,JJ,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
467,showed,VBD,another,DT,NP,VBD1VP0NP0,1,ARG1
468,showed,VBD,*,-NONE-,S-ADV,VBD1VP0S-ADV0,1,ARGM-ADV
469,casting,VBG,another,DT,NP,VBG1VP1S-ADV1VP0NP0,0,ARG0
470,casting,VBG,a,DT,NP,VBG1VP0NP0,1,ARG1
471,casting,VBG,on,IN,PP-CLR,VBG1VP0PP-CLR0,1,ARG2-on
473,stood,VBD,at,IN,PP-LOC-CLR,VBD1VP0PP-LOC-CLR0,1,ARG2-at
474,stood,VBD,while,IN,SBAR-TMP,VBD1VP0SBAR-TMP0,1,ARGM-TMP
475,increased,VBD,imports,NNS,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
476,increased,VBD,sharply,RB,ADVP-MNR,VBD1VP0ADVP-MNR0,1,ARG2-MNR
477,increased,VBD,to,TO,PP-DIR,VBD1VP0PP-DIR0,1,ARG4-to
478,began,VBD,South,NNP,NP,VBD1VP1S1SBAR1NP-SBJ0NP0,0,ARG1
479,began,VBD,in,IN,PP-TMP,VBD1VP0PP-TMP0,1,ARGM-TMP
480,stopped,VBD,South,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
481,stopped,VBD,this,DT,NP-TMP,VBD1VP0NP-TMP0,1,ARGM-TMP
482,stopped,VBD,because,IN,PP-PRP,VBD1VP0PP-PRP0,1,ARGM-CAU
485,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
486,remain,VB,exports,NNS,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG1
487,remain,VB,would,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
488,remain,VB,under,IN,PP-LOC,VB1VP0PP-LOC0,1,ARG3-under
489,recorded,VBN,Despite,IN,PP,VBN1VP1VP1S0PP0,0,ARGM-ADV
490,recorded,VBN,South,NNP,NP-SBJ,VBN1VP1VP1S0NP-SBJ0,0,ARG0
493,recorded,VBN,this,DT,NP-TMP,VBN1VP0NP-TMP0,1,ARGM-TMP
494,accumulated,VBN,exports,NNS,NNS,VBN1NP-SBJ0NNS0,1,ARG1
495,increased,VBD,From,IN,PP-TMP,VBD1VP1S0PP-TMP0,0,ARGM-TMP
496,increased,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
497,increased,VBD,4,CD,NP-EXT,VBD1VP0NP-EXT0,1,ARG2-EXT
498,increased,VBD,from,IN,PP-TMP,VBD1VP0PP-TMP0,1,ARG3-from
499,increased,VBD,to,TO,PP-DIR,VBD1VP0PP-DIR0,1,ARG4-to
500,trying,VBG,Newsweek,NNP,NP-SBJ-1,VBG1VP1S1S0NP-SBJ-10,0,ARG0
502,keep,VB,Newsweek,NNP,NP-SBJ-1,VB1VP1VP1S1VP1S1S0NP-SBJ-10,0,ARG0
504,keep,VB,with,IN,PP-CLR,VB1VP0PP-CLR0,1,ARG2-with
505,announced,VBD,Newsweek,NNP,NP-SBJ-1,VBD1VP1VP1S0NP-SBJ-10,0,ARG0
506,announced,VBD,*-1,-NONE-,S,VBD1VP1VP1S0S0,0,ARGM-ADV
507,announced,VBD,new,JJ,NP,VBD1VP0NP0,1,ARG1
510,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
511,introduce,VB,it,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
512,introduce,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
514,offered,VBN,the,DT,NP-SBJ,VBN1VP1VP1S0NP-SBJ0,0,ARG0
515,offered,VBN,advertisers,NNS,NP,VBN1VP0NP0,1,ARG3
516,offered,VBN,the,DT,NP,VBN1VP1VP1S1SBAR1NP-PRD0NP0,0,ARG1
517,offered,VBN,in,IN,PP-TMP,VBN1VP0PP-TMP0,1,ARGM-TMP
518,give,VBP,Plans,NNS,NP,VBP1VP1S1SBAR1NP-SBJ0NP0,0,ARG0
519,give,VBP,advertisers,NNS,NP,VBP1VP0NP0,1,ARG2
520,give,VBP,discounts,NNS,NP,VBP1VP0NP0,1,ARG1
521,maintaining,VBG,advertisers,NNS,NP,VBG1VP1S-NOM1PP1NP1VP0NP0,0,ARG0
522,maintaining,VBG,ad,NN,NP,VBG1VP0NP0,1,ARG1
523,increasing,VBG,advertisers,NNS,NP,VBG1VP1S-NOM1PP1NP1VP0NP0,0,ARG0
524,increasing,VBG,ad,NN,NP,VBG1VP0NP0,1,ARG1
525,become,VBN,Plans,NNS,NP-SBJ,VBN1VP1VP1VP1S0NP-SBJ0,0,ARG1
526,become,VBN,permanent,JJ,NP-PRD,VBN1VP0NP-PRD0,1,ARG2
531,named,VBN,Newsweek,NNP,NP-PRD,VBN1VP0S0NP-PRD0,1,ARG2
532,said,VBD,Alan,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
534,increase,VB,Newsweek,NNP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG1
535,increase,VB,would,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
536,increase,VB,5,CD,NP-EXT,VB1VP0NP-EXT0,1,ARG2-EXT
539,cost,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
540,cost,VB,$,$,NP,VB1VP0NP0,1,ARG2
541,lowered,VBD,In,IN,PP-TMP,VBD1VP1S0PP-TMP0,0,ARGM-TMP
542,lowered,VBD,Time,NNP,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0,ARG0
545,guaranteed,VBN,circulation,NN,NN,VBN1NP0NN0,1,ARG1
546,guaranteed,VBN,for,IN,PP-TMP,VBN1NP1NP0PP-TMP0,1,ARGM-TMP
547,increasing,VBG,Time,NNP,NP-SBJ-1,VBG1VP1S1SBAR-TMP1VP1S0NP-SBJ-10,0,ARG0
549,increasing,VBG,ad,NN,NP,VBG1VP0NP0,1,ARG1
551,costs,VBZ,about,IN,NP,VBZ1VP0NP0,1,ARG2
553,announce,VB,U.S.,NNP,NP-SBJ-1,VB1VP1VP1S1VP1S0NP-SBJ-10,0,ARG0
554,announce,VB,its,PRP$,NP,VB1VP0NP0,1,ARG1
555,said,VBD,Newsweek,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
556,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
557,introduce,VB,it,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
558,introduce,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
560,awards,VBZ,the,DT,NP,VBZ1VP1S1SBAR1NP0NP0,0,ARG0
561,awards,VBZ,space,NN,NP,VBZ1VP0NP0NP0,1,ARG1
563,awards,VBZ,*ICH*-2,-NONE-,-NONE-,VBZ1VP0NP0PP0-NONE-0,1,ARGM-CAU
564,reward,VB,The,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
565,reward,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
566,reward,VB,with,IN,PP-MNR,VB1VP0PP-MNR0,1,ARGM-MNR
567,reward,VB,advertisers,NNS,NP,VB1VP0NP0,1,ARG1
568,reward,VB,as,RB,ADVP-TMP,VB1VP0ADVP-TMP0,1,ARGM-TMP
569,meet,VBP,in,IN,PP-TMP,VBP1VP1S0PP-TMP0,0,ARGM-TMP
570,meet,VBP,advertisers,NNS,NP,VBP1VP1S1SBAR1NP0NP0,0,ARG0
572,exceed,VBP,in,IN,PP-TMP,VBP1VP1S0PP-TMP0,0,ARGM-TMP
574,exceed,VBP,their,PRP$,NP,VBP1VP0NP0,1,ARG1
576,spent,VBD,$,$,NP-2,VBD1VP0NP-20,1,ARG3
577,spent,VBD,in,IN,PP-TMP-3,VBD1VP0PP-TMP-30,1,ARGM-TMP
578,spent,VBD,they,PRP,NP-SBJ,VBD1VP1VP1S0NP-SBJ0,0,ARG0
580,spent,VBD,in,IN,PP-TMP=3,VBD1VP1VP0VP0PP-TMP=30,1,ARGM-TMP
581,said,VBD,Mr.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
583,shore,VB,the,DT,NP-SBJ,VB1VP1VP1S1NP-PRD1VP1S0NP-SBJ0,0,ARG0
584,shore,VB,a,DT,NP,VB1VP0NP0,1,ARG1
586,totaled,VBD,1620,CD,NP,VBD1VP0NP0,1,ARG2-EXT
587,matters,VBZ,``,``,``,VBZ1VP1S1SBAR-NOM-SBJ1S1S-TPC-11SINV0``0,0,ARG1
588,paying,VBG,advertisers,NNS,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0,ARG0
589,paying,VBG,what,WP,WHNP-15,VBG1VP1VP1S1SBAR-NOM-PRD0WHNP-150,0,ARG1
593,doing,VBG,fine,RB,ADVP-MNR,VBG1VP0ADVP-MNR0,1,ARGM-MNR
594,doing,VBG,this,DT,NP-TMP,VBG1VP0NP-TMP0,1,ARGM-TMP
595,said,VBD,What,WP,S-TPC-1,VBD1VP1SINV0S-TPC-10,0,ARG1
596,said,VBD,Mr.,NNP,NP-SBJ,VBD1VP1SINV0NP-SBJ0,1,ARG0
597,gaining,VBG,Both,DT,NP-SBJ,VBG1VP1VP1VP1S0NP-SBJ0,0,ARG0
598,gaining,VBG,circulation,NN,NP,VBG1VP0NP0,1,ARG1
599,gaining,VBG,in,IN,PP-TMP,VBG1VP0PP-TMP0,1,ARGM-TMP
601,recorded,VBD,However,RB,ADVP,VBD1VP1S0ADVP0,0,ARGM-DIS
603,recorded,VBD,circulation,NN,NP,VBD1VP0NP0,1,ARG1
604,recorded,VBD,recently,RB,ADVP-TMP,VBD1VP0ADVP-TMP0,1,ARGM-TMP
605,had,VBD,According,VBG,PP,VBD1VP1S0PP0,0,ARGM-ADV
607,had,VBD,average,JJ,NP,VBD1VP0NP0,1,ARG1
608,bowed,VBD,New,NNP,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0,ARG0
610,bowed,VBD,*-1,-NONE-,S-ADV,VBD1VP0S-ADV0,1,ARGM-ADV
611,saying,VBG,New,NNP,NP-SBJ-1,VBG1VP1S-ADV1VP1S0NP-SBJ-10,0,ARG0
612,saying,VBG,that,IN,SBAR,VBG1VP0SBAR0,1,ARG1
613,justify,VB,*,-NONE-,NP-SBJ,VB1VP1VP1S-40NP-SBJ0,0,ARG0
614,justify,VB,a,DT,NP,VB1VP0NP0,1,ARG1
615,leaves,VBZ,The,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
616,leaves,VBZ,United,NNP,NP,VBZ1VP0NP0,1,ARG1
617,leaves,VBZ,as,IN,PP-CLR,VBZ1VP0PP-CLR0,1,ARG2-as
618,remaining,VBG,outside,JJ,JJ,VBG1NP0JJ0,1,ARG1
619,proposed,VBN,PS,NNP,NP,VBN1VP1VP1S1SBAR1NP0NP0,0,ARG0
620,proposed,VBN,also,RB,ADVP,VBN1VP1VP1S0ADVP0,0,ARGM-DIS
621,proposed,VBN,an,DT,NP,VBN1VP0NP0,1,ARG1
623,remain,VB,would,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
624,remain,VB,an,DT,NP-PRD,VB1VP0NP-PRD0,1,ARG3
625,based,VBN,New,NNP,NP,VBN1VP1NP-SBJ-40NP0,0,ARG1
626,based,VBN,in,IN,PP-LOC-CLR,VBN1VP0PP-LOC-CLR0,1,ARGM-LOC
627,offered,VBN,New,NNP,NP-SBJ-4,VBN1VP1VP1S0NP-SBJ-40,0,ARG0
629,offered,VBN,*-4,-NONE-,S-PRP,VBN1VP0S-PRP0,1,ARG1
630,acquire,VB,New,NNP,NP-SBJ-4,VB1VP1VP1S-PRP1VP1VP1S0NP-SBJ-40,0,ARG0
631,acquire,VB,PS,NNP,NP,VB1VP0NP0,1,ARG1
632,says,VBZ,Northeast,NNP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
633,says,VBZ,0,-NONE-,SBAR,VBZ1VP0SBAR0,1,ARG1
634,based,VBN,United,NNP,NP-SBJ-13,VBN1VP1VP1S0NP-SBJ-130,0,ARG1
635,based,VBN,in,IN,PP-LOC,VBN1VP0PP-LOC0,1,ARGM-LOC
636,based,VBN,Northeast,NNP,NP-SBJ-14,VBN1VP1VP1S0NP-SBJ-140,0,ARG1
637,based,VBN,in,IN,PP-LOC,VBN1VP0PP-LOC0,1,ARGM-LOC
638,values,VBZ,PS,NNP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
639,values,VBZ,its,PRP$,NP,VBZ1VP0NP0,1,ARG1
640,values,VBZ,at,IN,PP-CLR,VBZ1VP0PP-CLR0,1,ARG2-at
641,said,VBD,John,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
642,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
644,suffer,VB,could,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
645,suffer,VB,if,IN,SBAR-ADV,VB1VP0SBAR-ADV0,1,ARGM-ADV
646,made,VBD,it,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
647,made,VBD,a,DT,NP,VBD1VP0NP0,1,ARG1
648,related,VBN,its,PRP$,NP,VBN1VP1NP-SBJ0NP0,0,ARG1
649,related,VBN,to,TO,PP-CLR,VBN1VP0PP-CLR0,1,ARG2-to
651,come,VB,its,PRP$,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG1
652,come,VB,n't,RB,RB,VB1VP1VP0RB0,0,ARGM-NEG
653,come,VB,true,JJ,ADJP-PRD,VB1VP0ADJP-PRD0,1,ARG2
654,evaluated,VBD,we,PRP,NP-SBJ-2,VBD1VP1S0NP-SBJ-20,0,ARG0
656,evaluated,VBD,When,WRB,WHADVP-1,VBD1VP1S1SBAR-TMP0WHADVP-10,0,ARGM-TMP
657,raising,VBG,we,PRP,NP-SBJ-2,VBG1VP1S1VP1S0NP-SBJ-20,0,ARG0
659,seemed,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
661,got,VBD,That,WDT,NP-SBJ,VBD1VP1S-TPC-20NP-SBJ0,0,ARG1
662,got,VBD,hard,RB,ADJP-PRD,VBD1VP0ADJP-PRD0,1,ARG2
663,take,VB,*,-NONE-,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
664,take,VB,That,WDT,NP-SBJ,VB1VP1VP1S1SBAR1ADJP-PRD1VP1S-TPC-20NP-SBJ0,0,ARG1
665,added,VBD,he,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
666,added,VBD,That,WDT,S-TPC-2,VBD1VP1S0S-TPC-20,0,ARG1
667,noted,VBD,Mr.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
668,noted,VBD,also,RB,ADVP,VBD1VP1S0ADVP0,0,ARGM-DIS
669,noted,VBD,that,IN,SBAR,VBD1VP0SBAR0,1,ARG1
670,worried,VBN,political,JJ,NP-SBJ,VBN1VP1S0NP-SBJ0,0,ARG0
672,worried,VBN,New,NNP,NP,VBN1VP0NP0,1,ARG1
673,owns,VBZ,who,WP,WHNP-16,VBZ1VP1S1SBAR-NOM0WHNP-160,0,ARG0
674,owns,VBZ,PS,NNP,NP,VBZ1VP0NP0,1,ARG1
675,emerges,VBZ,it,PRP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
677,said,VBD,he,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
678,said,VBD,No,DT,S-TPC-1,VBD1VP1S0S-TPC-10,0,ARG1
679,attracts,VBZ,That,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
680,attracts,VBZ,attention,NN,NP,VBZ1VP0NP0,1,ARG1
683,withdraw,VB,company,NN,NN,VB1VP1VP1S1NP0NP0NN0,0,ARG0
684,withdraw,VB,from,IN,PP-DIR-CLR,VB1VP0PP-DIR-CLR0,1,ARG2-from
685,added,VBD,he,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
688,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
689,speed,VB,the,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
690,speed,VB,might,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
692,proposed,VBD,New,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
693,proposed,VBD,lower,JJR,NP,VBD1VP0NP0,1,ARG1
694,proposed,VBN,around,IN,NP,VBN1VP1NP0NP0,0,ARG1
696,asserted,VBD,Mr.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
697,asserted,VBD,The,DT,S-TPC-1,VBD1VP1S0S-TPC-10,0,ARG1
699,cluttered,VBN,the,DT,NP-SBJ,VBN1ADJP-PRD1VP1S-TPC-10NP-SBJ0,0,ARG1
700,cluttered,VBN,less,RBR,RBR,VBN1ADJP-PRD0RBR0,0,ARGM-EXT
702,added,VBD,Now,RB,S-TPC-1,VBD1VP1S0S-TPC-10,0,ARG1
703,turned,VBD,Separately,RB,ADVP,VBD1VP1S0ADVP0,0,ARGM-DIS
704,turned,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
705,turned,VBD,for,IN,PP-TMP,VBD1VP0PP-TMP0,1,ARGM-TMP
706,turned,VBD,a,DT,NP,VBD1VP0NP0,1,ARG1
707,seeking,VBG,a,DT,NP,VBG1VP1NP0NP0,0,ARG0
709,said,VBD,Northeast,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
710,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
712,refile,VB,would,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
714,refile,VB,so,IN,SBAR-PRP,VB1VP1VP1VP0SBAR-PRP0,1,ARGM-PNC
715,hopes,VBZ,it,PRP,NP-SBJ,VBZ1VP1VP1S0NP-SBJ0,0,ARG0
716,hopes,VBZ,still,RB,ADVP-TMP,VBZ1VP0ADVP-TMP0,0,ARGM-TMP
717,hopes,VBZ,for,IN,PP-CLR,VBZ1VP0PP-CLR0,1,ARG1-for
718,expedited,VBN,review,NN,NN,VBN1NP0NN0,1,ARG1
720,complete,VB,could,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
721,complete,VB,the,DT,NP,VB1VP0NP0,1,ARG1
722,complete,VB,by,IN,PP-TMP,VB1VP0PP-TMP0,1,ARGM-TMP
723,complete,VB,if,IN,SBAR-ADV,VB1VP0SBAR-ADV0,1,ARGM-ADV
724,approved,VBD,the,DT,NP,VBD1VP1NP-PRD0NP0,0,ARG1
725,approved,VBD,by,IN,PP,VBD1VP0PP0,1,ARG0-by
726,closed,VBD,PS,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
727,closed,VBD,yesterday,NN,NP-TMP,VBD1VP0NP-TMP0,1,ARGM-TMP
729,closed,VBD,in,IN,PP-LOC,VBD1VP0PP-LOC0,1,ARGM-LOC
730,operating,VBG,officer,NN,NN,VBG1NX0NN0,1,ARG0
731,elected,VBN,Norman,NNP,NP-SBJ-15,VBN1VP1VP1S0NP-SBJ-150,0,ARG1
732,elected,VBN,directors,NNS,NP-PRD,VBN1VP0S0NP-PRD0,1,ARG2
734,succeed,VBP,Daniel,NNP,NP,VBP1VP0NP0,1,ARG1
735,succeed,VBP,on,IN,PP-LOC,VBP1VP0PP-LOC0,1,ARGM-LOC
736,retired,VBN,Circuit,NNP,NNP,VBN1NP0NNP0,1,ARG0
737,ordered,VBN,Commonwealth,NNP,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0,ARG1
738,ordered,VBN,*-2,-NONE-,S,VBN1VP0S0,1,ARG2
740,refund,VB,about,IN,NP,VB1VP0NP0,1,ARG1
741,refund,VB,to,TO,PP-DIR-CLR,VB1VP0PP-DIR-CLR0,1,ARG2-to
742,refund,VB,for,IN,PP-PRP,VB1VP0PP-PRP0,1,ARGM-CAU
743,collected,VBN,illegal,JJ,NP,VBN1VP1NP0NP0,0,ARG1
744,collected,VBN,for,IN,PP-PRP,VBN1VP0PP-PRP0,1,ARG4-for
746,ordered,VBN,*,-NONE-,-NONE-,VBN1VP1S0NP-SBJ-10-NONE-0,0,ARG1
747,ordered,VBN,by,IN,PP,VBN1VP0PP0,1,ARG0-by
749,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
750,required,VBN,ever,RB,ADVP-TMP,VBN1VP0ADVP-TMP0,0,ARGM-TMP
751,required,VBN,the,DT,NP,VBN1VP1NP-PRD0NP0,0,ARG1
752,required,VBN,of,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG2-of
755,ordered,VBD,*-1,-NONE-,S,VBD1VP0S0,1,ARG2
756,make,VB,Edison,NNP,NP-1,VB1VP1VP1S1VP0NP-10,0,ARG0
757,make,VB,average,JJ,NP,VB1VP0NP0,1,ARG1
758,make,VB,to,TO,PP-DIR,VB1VP0PP-DIR0,1,ARG2-to
761,received,VBN,since,IN,PP-TMP,VBN1VP0PP-TMP0,1,ARGM-TMP
762,including,VBG,Edison,NNP,NP,VBG1PP1NP0NP0,0,ARG2
763,including,VBG,about,IN,NP,VBG1PP0NP0,1,ARG1
764,moved,VBN,about,IN,NP,VBN1VP1VP1S1SBAR1NP0NP0,0,ARG1
765,moved,VBN,during,IN,PP-TMP,VBN1VP0PP-TMP0,1,ARGM-TMP
766,ordered,VBD,Judge,NNP,NP-SBJ,VBD1VP1VP1S0NP-SBJ0,0,ARG0
767,ordered,VBD,the,DT,NP-1,VBD1VP0NP-10,1,ARG1
