Index,Roleset,Form,Tense,Voice,Predicate,V POS,Head Word,Head Word POS,Phrase type,Path,Relative Position,Target
245,grow.01,v,p,a,grew,VBD,to,TO,PP-DIR,VBD1VP0PP-DIR0,1,ARG4-to
246,beat.03,v,n,a,beat,VBP,Typically,RB,ADVP,VBP1VP1S0ADVP0,0,ARGM-TMP
247,beat.03,v,n,a,beat,VBP,money-fund,NN,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
248,beat.03,v,n,a,beat,VBP,comparable,JJ,NP,VBP1VP0NP0,1,ARG1
249,beat.03,v,n,a,beat,VBP,because,IN,SBAR-PRP,VBP1VP0SBAR-PRP0,1,ARGM-CAU
250,vary.01,-,-,a,vary,VB,portfolio,NN,NP-SBJ,VB1VP1VP1VP1S0NP-SBJ0,0,ARG0
251,vary.01,-,-,a,vary,VB,can,MD,MD,VB1VP1VP1VP0MD0,0,ARGM-MOD
252,vary.01,-,-,a,vary,VB,maturities,NNS,NP,VB1VP0NP0,1,ARG1
253,go.03,-,-,a,go,VB,portfolio,NN,NP-SBJ,VB1VP1VP1VP1S0NP-SBJ0,0,ARG0
254,go.03,-,-,a,go,VB,can,MD,MD,VB1VP1VP1VP0MD0,0,ARGM-MOD
255,go.03,-,-,a,go,VB,after,IN,PP-CLR,VB1VP0PP-CLR0,1,ARG1-after
256,yield.01,p,-,a,yielding,VBG,The,DT,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0,ARG0
257,yield.01,p,-,a,yielding,VBG,currently,RB,ADVP-TMP,VBG1VP1VP0ADVP-TMP0,0,ARGM-TMP
258,yield.01,p,-,a,yielding,VBG,well,RB,NP,VBG1VP0NP0,1,ARG1
259,have.03,v,p,a,had,VBD,Dreyfus,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
260,have.03,v,p,a,had,VBD,a,DT,NP,VBD1VP0NP0,1,ARG1
261,have.03,v,p,a,had,VBD,during,IN,PP-TMP,VBD1VP0PP-TMP0,1,ARGM-TMP
262,have.03,v,p,a,had,VBD,down,RB,ADVP,VBD1VP0ADVP0,1,ARGM-ADV
263,invest.01,v,n,a,invests,VBZ,It,PRP,NP-SBJ,VBZ1VP1VP1S0NP-SBJ0,0,ARG0
264,invest.01,v,n,a,invests,VBZ,heavily,RB,ADVP-MNR,VBZ1VP0ADVP-MNR0,1,ARGM-MNR
265,invest.01,v,n,a,invests,VBZ,in,IN,PP-CLR,VBZ1VP0PP-CLR0,1,ARG2-in
266,invest.01,v,n,a,invests,VBZ,overseas,RB,ADVP-LOC,VBZ1VP0ADVP-LOC0,1,ARGM-LOC
267,waive.01,p,n,a,waiving,VBG,It,PRP,NP-SBJ,VBG1VP1VP1VP1VP1S0NP-SBJ0,0,ARG0
268,waive.01,p,n,a,waiving,VBG,currently,RB,ADVP-TMP,VBG1VP1VP1VP0ADVP-TMP0,0,ARGM-TMP
269,waive.01,p,n,a,waiving,VBG,management,NN,NP,VBG1VP0NP0,1,ARG1
270,waive.01,p,n,a,waiving,VBG,which,WDT,SBAR-ADV,VBG1VP1VP0SBAR-ADV0,1,ARGM-ADV
271,boost.01,v,n,a,boosts,VBZ,which,WDT,WHNP-9,VBZ1VP1S1SBAR-ADV0WHNP-90,0,ARG0
272,boost.01,v,n,a,boosts,VBZ,its,PRP$,NP,VBZ1VP0NP0,1,ARG1
273,fall.01,v,p,a,fell,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
274,fall.01,v,p,a,fell,VBD,to,TO,PP-DIR,VBD1VP0PP-DIR0,1,ARG4-to
275,fall.01,v,p,a,fell,VBD,from,IN,PP-DIR,VBD1VP0PP-DIR0,1,ARG3-from
276,slide.02,v,p,a,slid,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
277,slide.02,v,p,a,slid,VBD,to,TO,PP-DIR,VBD1VP0PP-DIR0,1,ARG4-to
278,slide.02,v,p,a,slid,VBD,from,IN,PP-DIR,VBD1VP0PP-DIR0,1,ARG3-from
279,hold.01,v,n,a,holds,VBZ,W.R.,NNP,NP,VBZ1VP1S1SBAR1NP0NP0,0,ARG0
280,hold.01,v,n,a,holds,VBZ,a,DT,NP,VBZ1VP0NP0,1,ARG1
281,elect.01,p,p,p,elected,VBN,J.P.,NNP,NP-SBJ-10,VBN1VP1VP1S0NP-SBJ-100,0,ARG1
282,elect.01,p,p,p,elected,VBN,a,DT,NP-PRD,VBN1VP0S0NP-PRD0,1,ARG2
283,succeed.02,v,n,a,succeeds,VBZ,He,PRP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
284,succeed.02,v,n,a,succeeds,VBZ,Terrence,NNP,NP,VBZ1VP0NP0,1,ARG1
285,resign.XX,v,p,a,resigned,VBD,formerly,RB,NP,VBD1VP1S1SBAR1NP0NP0,0,ARG0
286,hold.01,v,n,a,holds,VBZ,W.R.,NNP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
287,hold.01,v,n,a,holds,VBZ,three,CD,NP,VBZ1VP0NP0,1,ARG1
288,say.01,v,p,a,said,VBD,Pacific,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
289,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
290,approve.01,v,p,a,approved,VBD,shareholders,NNS,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
291,approve.01,v,p,a,approved,VBD,its,PRP$,NP,VBD1VP0NP0,1,ARG1
292,hold.01,p,-,a,holding,VBG,thrift,NN,NN,VBG1NP-SBJ0NN0,0,ARG1
293,hold.01,p,-,a,holding,VBG,company,NN,NN,VBG1NP-SBJ0NN0,1,ARG0
294,say.01,v,p,a,said,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
295,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
296,expect.01,v,n,a,expects,VBZ,it,PRP,NP-SBJ-1,VBZ1VP1S0NP-SBJ-10,0,ARG0
297,expect.01,v,n,a,expects,VBZ,*-1,-NONE-,S,VBZ1VP0S0,1,ARG1
298,obtain.01,i,-,a,obtain,VB,it,PRP,NP-SBJ-1,VB1VP1VP1VP1S1VP1S0NP-SBJ-10,0,ARG0
299,obtain.01,i,-,a,obtain,VB,regulatory,JJ,NP,VB1VP0NP0,1,ARG1
300,obtain.01,i,-,a,obtain,VB,by,IN,PP-TMP,VB1VP1VP0PP-TMP0,1,ARGM-TMP
301,complete.01,i,-,a,complete,VB,it,PRP,NP-SBJ-1,VB1VP1VP1VP1S1VP1S0NP-SBJ-10,0,ARG0
302,complete.01,i,-,a,complete,VB,the,DT,NP,VB1VP0NP0,1,ARG1
303,complete.01,i,-,a,complete,VB,by,IN,PP-TMP,VB1VP1VP0PP-TMP0,1,ARGM-TMP
304,say.01,v,p,a,said,VBD,McDermott,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
305,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
306,complete.01,v,p,a,completed,VBD,its,PRP$,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
307,complete.01,v,p,a,completed,VBD,the,DT,NP,VBD1VP0NP0,1,ARG1
308,hold.01,p,-,a,holding,VBG,company,NN,NN,VBG1NP0NN0,1,ARG0
309,base.01,p,-,p,based,VBN,Bailey,NNP,NP,VBN1VP1NP-SBJ0NP0,0,ARG1
310,base.01,p,-,p,based,VBN,in,IN,PP-LOC-CLR,VBN1VP0PP-LOC-CLR0,1,ARGM-LOC
311,make.01,v,n,a,makes,VBZ,Bailey,NNP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
312,make.01,v,n,a,makes,VBZ,computerized,JJ,NP,VBZ1VP0NP0,1,ARG1
313,employ.01,v,n,a,employs,VBZ,It,PRP,NP-SBJ,VBZ1VP1VP1S0NP-SBJ0,0,ARG0
314,employ.01,v,n,a,employs,VBZ,"2,700",CD,NP,VBZ1VP0NP0,1,ARG1
315,have.03,v,n,a,has,VBZ,It,PRP,NP-SBJ,VBZ1VP1VP1S0NP-SBJ0,0,ARG0
316,have.03,v,n,a,has,VBZ,annual,JJ,NP,VBZ1VP0NP0,1,ARG1
317,suspend.01,v,p,a,suspended,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
318,suspend.01,v,p,a,suspended,VBD,sales,NNS,NP,VBD1VP0NP0,1,ARG1
319,suspend.01,v,p,a,suspended,VBD,because,IN,SBAR-PRP,VBD1VP0SBAR-PRP0,1,ARGM-CAU
320,lift.01,p,n,a,lifted,VBN,Congress,NNP,NP-SBJ,VBN1VP1VP1S0NP-SBJ0,0,ARG0
321,lift.01,p,n,a,lifted,VBN,n't,RB,RB,VBN1VP1VP0RB0,0,ARGM-NEG
322,lift.01,p,n,a,lifted,VBN,the,DT,NP,VBN1VP0NP0,1,ARG1
323,act.02,v,n,a,acts,VBZ,Congress,NNP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
324,have.03,v,n,a,has,VBZ,Until,IN,SBAR-TMP,VBZ1VP1S-TPC-10SBAR-TMP0,0,ARGM-TMP
325,have.03,v,n,a,has,VBZ,the,DT,NP-SBJ,VBZ1VP1S-TPC-10NP-SBJ0,0,ARG0
326,have.03,v,n,a,has,VBZ,n't,RB,RB,VBZ1VP0RB0,1,ARGM-NEG
327,have.03,v,n,a,has,VBZ,any,DT,NP,VBZ1VP0NP0,1,ARG1
328,issue.01,i,-,a,issue,VB,the,DT,NP-SBJ,VB1VP1VP1S1NP1VP1S-TPC-10NP-SBJ0,0,ARG0
329,issue.01,i,-,a,issue,VB,new,JJ,NP,VB1VP0NP0,1,ARG1
330,say.01,v,p,a,said,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
331,say.01,v,p,a,said,VBD,Until,IN,S-TPC-1,VBD1VP1S0S-TPC-10,0,ARG1
332,drop.01,v,p,a,dropped,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
333,drop.01,v,p,a,dropped,VBD,at,IN,PP-TMP,VBD1VP0PP-TMP0,1,ARGM-TMP
334,drop.01,v,p,a,dropped,VBD,Tuesday,NNP,NP-TMP,VBD1VP0NP-TMP0,1,ARGM-TMP
335,drop.01,v,p,a,dropped,VBD,to,TO,PP-DIR,VBD1VP0PP-DIR0,1,ARG4-to
336,drop.01,v,p,a,dropped,VBD,from,IN,PP-DIR,VBD1VP0PP-DIR0,1,ARG3-from
337,lift.01,i,-,a,lift,VB,Legislation,NN,NP,VB1VP1VP1S1SBAR1NP-SBJ-110NP0,0,ARG0
338,lift.01,i,-,a,lift,VB,the,DT,NP,VB1VP0NP0,1,ARG1
339,ensnarl.01,p,n,p,ensnarled,VBN,Legislation,NN,NP-SBJ-11,VBN1VP1VP1S0NP-SBJ-110,0,ARG1
340,ensnarl.01,p,n,p,ensnarled,VBN,in,IN,PP-LOC-CLR,VBN1VP0PP-LOC-CLR0,1,ARG2-in
341,cut.02,g,-,-,cutting,VBG,*,-NONE-,-NONE-,VBG1VP1S-NOM0NP-SBJ0-NONE-0,0,ARG0
342,cut.02,g,-,-,cutting,VBG,capital-gains,JJ,NP,VBG1VP0NP0,1,ARG1
343,vote.01,p,n,a,voted,VBN,The,DT,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0,ARG0
344,vote.01,p,n,a,voted,VBN,*-1,-NONE-,S,VBN1VP0S0,1,ARG1
345,raise.01,i,-,a,raise,VB,The,DT,NP-SBJ-1,VB1VP1VP1S1VP1VP1S0NP-SBJ-10,0,ARG0
346,raise.01,i,-,a,raise,VB,the,DT,NP,VB1VP0NP0,1,ARG1
347,raise.01,i,-,a,raise,VB,to,TO,PP-DIR,VB1VP0PP-DIR0,1,ARG4-to
348,expect.01,p,n,p,expected,VBN,the,DT,NP-SBJ-2,VBN1VP1VP1S0NP-SBJ-20,0,ARG1
349,expect.01,p,n,p,expected,VBN,n't,RB,RB,VBN1VP1VP0RB0,0,ARGM-NEG
350,act.02,i,-,a,act,VB,the,DT,NP-SBJ-2,VB1VP1VP1S1VP1VP1S0NP-SBJ-20,0,ARG0
351,act.02,i,-,a,act,VB,until,IN,PP-TMP,VB1VP0PP-TMP0,1,ARGM-TMP
352,act.02,i,-,a,act,VB,at,IN,PP-TMP,VB1VP0PP-TMP0,1,ARGM-TMP
353,say.01,v,p,a,said,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
354,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
355,default.01,v,f,a,default,VB,the,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG1
356,default.01,v,f,a,default,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
357,default.01,v,f,a,default,VB,on,IN,PP-TMP,VB1VP0PP-TMP0,1,ARGM-TMP
358,default.01,v,f,a,default,VB,if,IN,SBAR-ADV,VB1VP0SBAR-ADV0,1,ARGM-ADV
359,act.02,-,-,a,act,VB,Congress,NNP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
360,act.02,-,-,a,act,VB,n't,RB,RB,VB1VP1VP0RB0,0,ARGM-NEG
361,act.02,-,-,a,act,VB,by,IN,PP-TMP,VB1VP0PP-TMP0,1,ARGM-TMP
362,name.01,p,p,p,named,VBN,Clark,NNP,NP-SBJ-12,VBN1VP1VP1S0NP-SBJ-120,0,ARG1
363,name.01,p,p,p,named,VBN,senior,JJ,NP-PRD,VBN1VP0S0NP-PRD0,1,ARG2
364,oversee.01,v,f,a,oversee,VB,In,IN,PP-LOC,VB1VP1VP1S0PP-LOC0,0,ARGM-LOC
365,oversee.01,v,f,a,oversee,VB,he,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
366,oversee.01,v,f,a,oversee,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
367,oversee.01,v,f,a,oversee,VB,Mazda,NNP,NP,VB1VP0NP0,1,ARG1
368,manufacture.01,p,-,a,manufacturing,VBG,titans,NNS,NNS,VBG1NP-SBJ0NNS0,1,ARG0
369,jet.01,v,n,a,jet,VBP,When,WRB,SBAR-TMP,VBP1VP1S0SBAR-TMP0,0,ARGM-TMP
370,jet.01,v,n,a,jet,VBP,the,DT,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG1
371,jet.01,v,n,a,jet,VBP,typically,RB,ADVP,VBP1VP1S0ADVP0,0,ARGM-TMP
372,jet.01,v,n,a,jet,VBP,to,TO,PP-DIR,VBP1VP0PP-DIR0,1,ARG2-to
373,settle.01,v,p,a,settled,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
374,settle.01,v,p,a,settled,VBD,on,IN,PP-CLR,VBD1VP0PP-CLR0,1,ARG1-on
375,settle.01,v,p,a,settled,VBD,for,IN,PP,VBD1VP0PP0,1,ARG2-for
376,decide.01,v,p,a,decided,VBD,And,CC,CC,VBD1VP1S0CC0,0,ARGM-DIS
377,decide.01,v,p,a,decided,VBD,the,DT,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0,ARG0
378,decide.01,v,p,a,decided,VBD,*-1,-NONE-,S,VBD1VP0S0,1,ARG1
379,treat.01,i,-,a,treat,VB,the,DT,NP-SBJ-1,VB1VP1VP1S1VP1S0NP-SBJ-10,0,ARG0
380,treat.01,i,-,a,treat,VB,its,PRP$,NP,VB1VP0NP0,1,ARG1
381,treat.01,i,-,a,treat,VB,more,JJR,ADVP,VB1VP0PP-MNR0PP0ADVP0,1,ARGM-MNR
382,treat.01,i,-,a,treat,VB,royalty,NN,NP,VB1VP0PP-MNR0PP0NP0,1,ARG2-like
383,prove.01,i,-,a,prove,VB,*,-NONE-,-NONE-,VB1VP1VP1S0NP-SBJ0-NONE-0,0,ARG0
384,prove.01,i,-,a,prove,VB,to,TO,PP-CLR,VB1VP0PP-CLR0,1,ARG2-to
385,prove.01,i,-,a,prove,VB,that,IN,SBAR,VB1VP0SBAR0,1,ARG1
386,expand.01,i,-,a,expand,VB,a,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG1
387,receive.01,p,-,a,receiving,VBG,end,NN,NN,VBG1NP0NN0,1,ARG0
388,join.01,v,p,a,joined,VBD,For,IN,PP,VBD1VP1S0PP0,0,ARGM-DIS
389,join.01,v,p,a,joined,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
390,join.01,v,p,a,joined,VBD,Mayor,NNP,NP,VBD1VP0NP0,1,ARG1
391,join.01,v,p,a,joined,VBD,for,IN,PP,VBD1VP0PP0,1,ARGM-PNC
392,follow.01,v,p,a,followed,VBD,Champagne,NN,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
393,race.01,v,p,a,raced,VBD,The,DT,NP-TMP,VBD1VP1S0NP-TMP0,0,ARGM-TMP
394,race.01,v,p,a,raced,VBD,with,IN,PP,VBD1VP1S0PP0,0,ARGM-MNR
395,race.01,v,p,a,raced,VBD,busloads,NNS,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0,ARG0
396,race.01,v,p,a,raced,VBD,to,TO,PP-DIR,VBD1VP0PP-DIR0,1,ARG1-to
397,race.01,v,p,a,raced,VBD,*-1,-NONE-,S-ADV,VBD1VP0S-ADV0,1,ARGM-ADV
398,make.14,-,-,a,make,VB,The,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
399,make.14,-,-,a,make,VB,could,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
400,make.14,-,-,a,make,VB,n't,RB,RB,VB1VP1VP0RB0,0,ARGM-NEG
401,welcome.01,v,p,a,welcomed,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
402,welcome.01,v,p,a,welcomed,VBD,the,DT,NP,VBD1VP0NP0,1,ARG1
403,hold.04,p,p,p,held,VBN,A,DT,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0,ARG1
404,hold.04,p,p,p,held,VBN,in,IN,PP-LOC,VBN1VP0PP-LOC0,1,ARGM-LOC
405,ban.01,p,n,p,banned,VBN,food,NN,NP-SBJ-2,VBN1VP1VP1S0NP-SBJ-20,0,ARG1
406,ban.01,p,n,p,banned,VBN,to,TO,PP,VBN1VP0PP0,1,ARG2-to
407,ban.01,p,n,p,banned,VBN,the,DT,NP,VBN1VP1VP1S1SBAR-LOC1VP0PP-LOC0NP0,0,ARGM-LOC
408,haul.03,v,p,a,hauled,VBD,Then,RB,ADVP-TMP,VBD1VP1S0ADVP-TMP0,0,ARGM-TMP
409,haul.03,v,p,a,hauled,VBD,in,IN,PP,VBD1VP1S0PP0,0,ARGM-MNR
410,haul.03,v,p,a,hauled,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
411,haul.03,v,p,a,hauled,VBD,four,CD,NP,VBD1VP0NP0,1,ARG1
412,haul.03,v,p,a,hauled,VBD,for,IN,PP-PRP,VBD1VP0PP-PRP0,1,ARGM-PNC
413,drool.02,v,p,a,drooled,VBD,After,IN,PP-TMP,VBD1VP1S0PP-TMP0,0,ARGM-TMP
414,drool.02,v,p,a,drooled,VBD,Fortune,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
415,drool.02,v,p,a,drooled,VBD,like,IN,PP-MNR,VBD1VP0PP-MNR0,1,ARGM-MNR
416,drool.02,v,p,a,drooled,VBD,over,IN,PP-CLR,VBD1VP0PP-CLR0,1,ARG1-over
417,point.02,v,p,a,pointed,VBD,*-1,-NONE-,S-ADV,VBD1VP1S0S-ADV0,0,ARGM-ADV
418,point.02,v,p,a,pointed,VBD,the,DT,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0,ARG0
419,point.02,v,p,a,pointed,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
420,have.03,v,p,a,had,VBD,they,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
421,have.03,v,p,a,had,VBD,still,RB,ADVP,VBD1VP1S0ADVP0,0,ARGM-TMP
422,have.03,v,p,a,had,VBD,space,NN,NP,VBD1VP0NP0,1,ARG1
423,squeeze.01,v,p,a,squeezed,VBD,Back,RB,ADVP-LOC,VBD1VP1S0ADVP-LOC0,0,ARGM-LOC
424,squeeze.01,v,p,a,squeezed,VBD,the,DT,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0,ARG0
425,squeeze.01,v,p,a,squeezed,VBD,a,DT,NP,VBD1VP0NP0,1,ARG1
426,squeeze.01,v,p,a,squeezed,VBD,before,IN,PP-TMP,VBD1VP0PP-TMP0,1,ARGM-TMP
427,board.01,g,-,-,boarding,VBG,the,DT,NP-SBJ-1,VBG1VP1S-NOM1PP-TMP1VP1S0NP-SBJ-10,0,ARG0
428,board.01,g,-,-,boarding,VBG,the,DT,NP,VBG1VP0NP0,1,ARG1
429,board.01,g,-,-,boarding,VBG,again,RB,ADVP,VBG1VP0ADVP0,1,ARGM-TMP
430,renovate.01,p,-,p,renovated,VBN,Indiana,NNP,NNP,VBN1NP0NNP0,1,ARG1
431,feed.01,v,p,a,fed,VBD,Under,IN,PP-LOC,VBD1VP1S0PP-LOC0,0,ARGM-LOC
432,feed.01,v,p,a,fed,VBD,nine,CD,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
433,feed.01,v,p,a,fed,VBD,them,PRP,NP,VBD1VP0NP0,1,ARG2
434,feed.01,v,p,a,fed,VBD,Indiana,NNP,NP,VBD1VP0NP0,1,ARG1
435,know.01,p,-,a,Knowing,VBG,a,DT,NP,VBG1VP0NP0,1,ARG1
436,know.01,p,-,a,Knowing,VBG,when,WRB,SBAR-TMP,VBG1VP0SBAR-TMP0,1,ARGM-TMP
437,know.01,p,-,a,Knowing,VBG,*-2,-NONE-,-NONE-,VBG1VP1S-ADV0NP-SBJ0-NONE-0,0,ARG0
438,eat.01,v,n,a,eat,VBP,they,PRP,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
439,eat.01,v,n,a,eat,VBP,one,CD,NP,VBP1VP0NP0,1,ARG1
440,eat.01,v,n,a,eat,VBP,when,WRB,WHADVP-1,VBP1VP1S1SBAR-TMP0WHADVP-10,0,ARGM-TMP
441,give.01,v,p,a,gave,VBD,*-2,-NONE-,S-ADV,VBD1VP1S0S-ADV0,0,ARGM-ADV
442,give.01,v,p,a,gave,VBD,the,DT,NP-SBJ-2,VBD1VP1S0NP-SBJ-20,0,ARG0
443,give.01,v,p,a,gave,VBD,the,DT,NP,VBD1VP0NP0,1,ARG2
444,give.01,v,p,a,gave,VBD,a,DT,NP,VBD1VP0NP0,1,ARG1
445,say.01,v,n,a,say,VBP,More,JJR,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
446,say.01,v,n,a,say,VBP,0,-NONE-,SBAR,VBP1VP0SBAR0,1,ARG1
447,tempt.01,v,n,a,tempts,VBZ,the,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
448,tempt.01,v,n,a,tempts,VBZ,them,PRP,NP-SBJ,VBZ1VP0S0NP-SBJ0,1,ARG1
449,tempt.01,v,n,a,tempts,VBZ,to,TO,VP,VBZ1VP0S0VP0,1,ARG3
450,return.01,i,-,a,return,VB,them,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG1
451,return.01,i,-,a,return,VB,to,TO,PP-DIR,VB1VP0PP-DIR0,1,ARG4-to
452,return.01,i,-,a,return,VB,for,IN,PP-PRP,VB1VP0PP-PRP0,1,ARGM-PNC
453,look.03,p,n,a,looking,VBG,But,CC,CC,VBG1VP1VP1S0CC0,0,ARGM-DIS
454,look.03,p,n,a,looking,VBG,for,IN,PP-TMP,VBG1VP1VP1S0PP-TMP0,0,ARGM-TMP
455,look.03,p,n,a,looking,VBG,they,PRP,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0,ARG0
456,look.03,p,n,a,looking,VBG,to,TO,PP-CLR,VBG1VP0PP-CLR0,1,ARG1-to
457,register.02,v,p,a,registered,VBD,South,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
458,register.02,v,p,a,registered,VBD,a,DT,NP,VBD1VP0NP0,1,ARG1
459,register.02,v,p,a,registered,VBD,in,IN,PP-TMP,VBD1VP0PP-TMP0,1,ARGM-TMP
460,register.02,v,p,a,registered,VBD,*,-NONE-,S-ADV,VBD1VP0S-ADV0,1,ARGM-ADV
461,register.02,v,p,a,registered,VBD,according,VBG,PP,VBD1VP0PP0,1,ARGM-ADV
462,reflect.01,p,-,a,reflecting,VBG,a,DT,NP,VBG1VP1S-ADV1VP0NP0,0,ARG2
463,reflect.01,p,-,a,reflecting,VBG,the,DT,NP,VBG1VP0NP0,1,ARG1
464,release.01,p,-,p,released,VBD,government,NN,NP,VBD1VP1NP0NP0,0,ARG1
465,release.01,p,-,p,released,VBD,Wednesday,NNP,NP-TMP,VBD1VP0NP-TMP0,1,ARGM-TMP
466,show.01,v,p,a,showed,VBD,Preliminary,JJ,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
467,show.01,v,p,a,showed,VBD,another,DT,NP,VBD1VP0NP0,1,ARG1
468,show.01,v,p,a,showed,VBD,*,-NONE-,S-ADV,VBD1VP0S-ADV0,1,ARGM-ADV
469,cast.01,p,-,a,casting,VBG,another,DT,NP,VBG1VP1S-ADV1VP0NP0,0,ARG0
470,cast.01,p,-,a,casting,VBG,a,DT,NP,VBG1VP0NP0,1,ARG1
471,cast.01,p,-,a,casting,VBG,on,IN,PP-CLR,VBG1VP0PP-CLR0,1,ARG2-on
472,stand.04,v,p,a,stood,VBD,Exports,NNS,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
473,stand.04,v,p,a,stood,VBD,at,IN,PP-LOC-CLR,VBD1VP0PP-LOC-CLR0,1,ARG2-at
474,stand.04,v,p,a,stood,VBD,while,IN,SBAR-TMP,VBD1VP0SBAR-TMP0,1,ARGM-TMP
475,increase.01,v,p,a,increased,VBD,imports,NNS,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
476,increase.01,v,p,a,increased,VBD,sharply,RB,ADVP-MNR,VBD1VP0ADVP-MNR0,1,ARG2-MNR
477,increase.01,v,p,a,increased,VBD,to,TO,PP-DIR,VBD1VP0PP-DIR0,1,ARG4-to
478,begin.01,v,p,a,began,VBD,South,NNP,NP,VBD1VP1S1SBAR1NP-SBJ0NP0,0,ARG1
479,begin.01,v,p,a,began,VBD,in,IN,PP-TMP,VBD1VP0PP-TMP0,1,ARGM-TMP
480,stop.01,v,p,a,stopped,VBD,South,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
481,stop.01,v,p,a,stopped,VBD,this,DT,NP-TMP,VBD1VP0NP-TMP0,1,ARGM-TMP
482,stop.01,v,p,a,stopped,VBD,because,IN,PP-PRP,VBD1VP0PP-PRP0,1,ARGM-CAU
483,prolong.01,p,-,p,prolonged,VBN,labor,NN,NN,VBN1NP0NN0,1,ARG1
484,say.01,v,p,a,said,VBD,Government,NN,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
485,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
486,remain.01,-,-,a,remain,VB,exports,NNS,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG1
487,remain.01,-,-,a,remain,VB,would,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
488,remain.01,-,-,a,remain,VB,under,IN,PP-LOC,VB1VP0PP-LOC0,1,ARG3-under
