Index,Roleset,Form,Tense,Voice,Predicate,V POS,Head Word,Head Word POS,Phrase type,Path,Relative Position
343,vote.01,p,n,a,voted,VBN,The,DT,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0
346,raise.01,i,0,a,raise,VB,the,DT,NP,VB1VP0NP0,1
347,raise.01,i,0,a,raise,VB,to,TO,PP-DIR,VB1VP0PP-DIR0,1
348,expect.01,p,n,p,expected,VBN,the,DT,NP-SBJ-2,VBN1VP1VP1S0NP-SBJ-20,0
349,expect.01,p,n,p,expected,VBN,n't,RB,RB,VBN1VP1VP0RB0,0
352,act.02,i,0,a,act,VB,at,IN,PP-TMP,VB1VP0PP-TMP0,1
353,say.01,v,p,a,said,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0
354,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1
355,default.01,v,f,a,default,VB,the,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0
357,default.01,v,f,a,default,VB,on,IN,PP-TMP,VB1VP0PP-TMP0,1
358,default.01,v,f,a,default,VB,if,IN,SBAR-ADV,VB1VP0SBAR-ADV0,1
359,act.02,0,0,a,act,VB,Congress,NNP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0
361,act.02,0,0,a,act,VB,by,IN,PP-TMP,VB1VP0PP-TMP0,1
362,name.01,p,p,p,named,VBN,Clark,NNP,NP-SBJ-12,VBN1VP1VP1S0NP-SBJ-120,0
363,name.01,p,p,p,named,VBN,senior,JJ,NP-PRD,VBN1VP0S0NP-PRD0,1
365,oversee.01,v,f,a,oversee,VB,he,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0
366,oversee.01,v,f,a,oversee,VB,will,MD,MD,VB1VP1VP0MD0,0
367,oversee.01,v,f,a,oversee,VB,Mazda,NNP,NP,VB1VP0NP0,1
368,manufacture.01,p,0,a,manufacturing,VBG,titans,NNS,NNS,VBG1NP-SBJ0NNS0,1
370,jet.01,v,n,a,jet,VBP,the,DT,NP-SBJ,VBP1VP1S0NP-SBJ0,0
372,jet.01,v,n,a,jet,VBP,to,TO,PP-DIR,VBP1VP0PP-DIR0,1
375,settle.01,v,p,a,settled,VBD,for,IN,PP,VBD1VP0PP0,1
376,decide.01,v,p,a,decided,VBD,And,CC,CC,VBD1VP1S0CC0,0
377,decide.01,v,p,a,decided,VBD,the,DT,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0
378,decide.01,v,p,a,decided,VBD,*-1,-NONE-,S,VBD1VP0S0,1
379,treat.01,i,0,a,treat,VB,the,DT,NP-SBJ-1,VB1VP1VP1S1VP1S0NP-SBJ-10,0
380,treat.01,i,0,a,treat,VB,its,PRP$,NP,VB1VP0NP0,1
381,treat.01,i,0,a,treat,VB,more,JJR,ADVP,VB1VP0PP-MNR0PP0ADVP0,1
382,treat.01,i,0,a,treat,VB,royalty,NN,NP,VB1VP0PP-MNR0PP0NP0,1
383,prove.01,i,0,a,prove,VB,*,-NONE-,-NONE-,VB1VP1VP1S0NP-SBJ0-NONE-0,0
384,prove.01,i,0,a,prove,VB,to,TO,PP-CLR,VB1VP0PP-CLR0,1
385,prove.01,i,0,a,prove,VB,that,IN,SBAR,VB1VP0SBAR0,1
386,expand.01,i,0,a,expand,VB,a,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0
388,join.01,v,p,a,joined,VBD,For,IN,PP,VBD1VP1S0PP0,0
390,join.01,v,p,a,joined,VBD,Mayor,NNP,NP,VBD1VP0NP0,1
391,join.01,v,p,a,joined,VBD,for,IN,PP,VBD1VP0PP0,1
392,follow.01,v,p,a,followed,VBD,Champagne,NN,NP-SBJ,VBD1VP1S0NP-SBJ0,0
393,race.01,v,p,a,raced,VBD,The,DT,NP-TMP,VBD1VP1S0NP-TMP0,0
395,race.01,v,p,a,raced,VBD,busloads,NNS,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0
397,race.01,v,p,a,raced,VBD,*-1,-NONE-,S-ADV,VBD1VP0S-ADV0,1
399,make.14,0,0,a,make,VB,could,MD,MD,VB1VP1VP0MD0,0
400,make.14,0,0,a,make,VB,n't,RB,RB,VB1VP1VP0RB0,0
401,welcome.01,v,p,a,welcomed,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0
402,welcome.01,v,p,a,welcomed,VBD,the,DT,NP,VBD1VP0NP0,1
403,hold.04,p,p,p,held,VBN,A,DT,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0
404,hold.04,p,p,p,held,VBN,in,IN,PP-LOC,VBN1VP0PP-LOC0,1
406,ban.01,p,n,p,banned,VBN,to,TO,PP,VBN1VP0PP0,1
408,haul.03,v,p,a,hauled,VBD,Then,RB,ADVP-TMP,VBD1VP1S0ADVP-TMP0,0
409,haul.03,v,p,a,hauled,VBD,in,IN,PP,VBD1VP1S0PP0,0
410,haul.03,v,p,a,hauled,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0
411,haul.03,v,p,a,hauled,VBD,four,CD,NP,VBD1VP0NP0,1
412,haul.03,v,p,a,hauled,VBD,for,IN,PP-PRP,VBD1VP0PP-PRP0,1
413,drool.02,v,p,a,drooled,VBD,After,IN,PP-TMP,VBD1VP1S0PP-TMP0,0
415,drool.02,v,p,a,drooled,VBD,like,IN,PP-MNR,VBD1VP0PP-MNR0,1
416,drool.02,v,p,a,drooled,VBD,over,IN,PP-CLR,VBD1VP0PP-CLR0,1
417,point.02,v,p,a,pointed,VBD,*-1,-NONE-,S-ADV,VBD1VP1S0S-ADV0,0
421,have.03,v,p,a,had,VBD,still,RB,ADVP,VBD1VP1S0ADVP0,0
422,have.03,v,p,a,had,VBD,space,NN,NP,VBD1VP0NP0,1
423,squeeze.01,v,p,a,squeezed,VBD,Back,RB,ADVP-LOC,VBD1VP1S0ADVP-LOC0,0
424,squeeze.01,v,p,a,squeezed,VBD,the,DT,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0
425,squeeze.01,v,p,a,squeezed,VBD,a,DT,NP,VBD1VP0NP0,1
426,squeeze.01,v,p,a,squeezed,VBD,before,IN,PP-TMP,VBD1VP0PP-TMP0,1
427,board.01,g,0,0,boarding,VBG,the,DT,NP-SBJ-1,VBG1VP1S-NOM1PP-TMP1VP1S0NP-SBJ-10,0
428,board.01,g,0,0,boarding,VBG,the,DT,NP,VBG1VP0NP0,1
429,board.01,g,0,0,boarding,VBG,again,RB,ADVP,VBG1VP0ADVP0,1
430,renovate.01,p,0,p,renovated,VBN,Indiana,NNP,NNP,VBN1NP0NNP0,1
433,feed.01,v,p,a,fed,VBD,them,PRP,NP,VBD1VP0NP0,1
434,feed.01,v,p,a,fed,VBD,Indiana,NNP,NP,VBD1VP0NP0,1
435,know.01,p,0,a,Knowing,VBG,a,DT,NP,VBG1VP0NP0,1
436,know.01,p,0,a,Knowing,VBG,when,WRB,SBAR-TMP,VBG1VP0SBAR-TMP0,1
438,eat.01,v,n,a,eat,VBP,they,PRP,NP-SBJ,VBP1VP1S0NP-SBJ0,0
439,eat.01,v,n,a,eat,VBP,one,CD,NP,VBP1VP0NP0,1
440,eat.01,v,n,a,eat,VBP,when,WRB,WHADVP-1,VBP1VP1S1SBAR-TMP0WHADVP-10,0
441,give.01,v,p,a,gave,VBD,*-2,-NONE-,S-ADV,VBD1VP1S0S-ADV0,0
444,give.01,v,p,a,gave,VBD,a,DT,NP,VBD1VP0NP0,1
445,say.01,v,n,a,say,VBP,More,JJR,NP-SBJ,VBP1VP1S0NP-SBJ0,0
446,say.01,v,n,a,say,VBP,0,-NONE-,SBAR,VBP1VP0SBAR0,1
447,tempt.01,v,n,a,tempts,VBZ,the,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0
448,tempt.01,v,n,a,tempts,VBZ,them,PRP,NP-SBJ,VBZ1VP0S0NP-SBJ0,1
450,return.01,i,0,a,return,VB,them,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0
451,return.01,i,0,a,return,VB,to,TO,PP-DIR,VB1VP0PP-DIR0,1
452,return.01,i,0,a,return,VB,for,IN,PP-PRP,VB1VP0PP-PRP0,1
453,look.03,p,n,a,looking,VBG,But,CC,CC,VBG1VP1VP1S0CC0,0
454,look.03,p,n,a,looking,VBG,for,IN,PP-TMP,VBG1VP1VP1S0PP-TMP0,0
455,look.03,p,n,a,looking,VBG,they,PRP,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0
456,look.03,p,n,a,looking,VBG,to,TO,PP-CLR,VBG1VP0PP-CLR0,1
457,register.02,v,p,a,registered,VBD,South,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
458,register.02,v,p,a,registered,VBD,a,DT,NP,VBD1VP0NP0,1
459,register.02,v,p,a,registered,VBD,in,IN,PP-TMP,VBD1VP0PP-TMP0,1
460,register.02,v,p,a,registered,VBD,*,-NONE-,S-ADV,VBD1VP0S-ADV0,1
462,reflect.01,p,0,a,reflecting,VBG,a,DT,NP,VBG1VP1S-ADV1VP0NP0,0
463,reflect.01,p,0,a,reflecting,VBG,the,DT,NP,VBG1VP0NP0,1
466,show.01,v,p,a,showed,VBD,Preliminary,JJ,NP-SBJ,VBD1VP1S0NP-SBJ0,0
468,show.01,v,p,a,showed,VBD,*,-NONE-,S-ADV,VBD1VP0S-ADV0,1
469,cast.01,p,0,a,casting,VBG,another,DT,NP,VBG1VP1S-ADV1VP0NP0,0
470,cast.01,p,0,a,casting,VBG,a,DT,NP,VBG1VP0NP0,1
472,stand.04,v,p,a,stood,VBD,Exports,NNS,NP-SBJ,VBD1VP1S0NP-SBJ0,0
473,stand.04,v,p,a,stood,VBD,at,IN,PP-LOC-CLR,VBD1VP0PP-LOC-CLR0,1
474,stand.04,v,p,a,stood,VBD,while,IN,SBAR-TMP,VBD1VP0SBAR-TMP0,1
475,increase.01,v,p,a,increased,VBD,imports,NNS,NP-SBJ,VBD1VP1S0NP-SBJ0,0
477,increase.01,v,p,a,increased,VBD,to,TO,PP-DIR,VBD1VP0PP-DIR0,1
479,begin.01,v,p,a,began,VBD,in,IN,PP-TMP,VBD1VP0PP-TMP0,1
480,stop.01,v,p,a,stopped,VBD,South,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
483,prolong.01,p,0,p,prolonged,VBN,labor,NN,NN,VBN1NP0NN0,1
484,say.01,v,p,a,said,VBD,Government,NN,NP-SBJ,VBD1VP1S0NP-SBJ0,0
486,remain.01,0,0,a,remain,VB,exports,NNS,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0
487,remain.01,0,0,a,remain,VB,would,MD,MD,VB1VP1VP0MD0,0
488,remain.01,0,0,a,remain,VB,under,IN,PP-LOC,VB1VP0PP-LOC0,1
492,record.01,p,n,a,recorded,VBN,so,IN,ADVP-TMP,VBN1VP0ADVP-TMP0,1
495,increase.01,v,p,a,increased,VBD,From,IN,PP-TMP,VBD1VP1S0PP-TMP0,0
496,increase.01,v,p,a,increased,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0
497,increase.01,v,p,a,increased,VBD,4,CD,NP-EXT,VBD1VP0NP-EXT0,1
498,increase.01,v,p,a,increased,VBD,from,IN,PP-TMP,VBD1VP0PP-TMP0,1
499,increase.01,v,p,a,increased,VBD,to,TO,PP-DIR,VBD1VP0PP-DIR0,1
500,try.01,p,0,a,trying,VBG,Newsweek,NNP,NP-SBJ-1,VBG1VP1S1S0NP-SBJ-10,0
502,keep.03,i,0,a,keep,VB,Newsweek,NNP,NP-SBJ-1,VB1VP1VP1S1VP1S1S0NP-SBJ-10,0
503,keep.03,i,0,a,keep,VB,pace,NN,NP-CLR,VB1VP0NP-CLR0,1
504,keep.03,i,0,a,keep,VB,with,IN,PP-CLR,VB1VP0PP-CLR0,1
505,announce.01,v,p,a,announced,VBD,Newsweek,NNP,NP-SBJ-1,VBD1VP1VP1S0NP-SBJ-10,0
506,announce.01,v,p,a,announced,VBD,*-1,-NONE-,S,VBD1VP1VP1S0S0,0
507,announce.01,v,p,a,announced,VBD,new,JJ,NP,VBD1VP0NP0,1
508,say.01,v,p,a,said,VBD,Newsweek,NNP,NP-SBJ-1,VBD1VP1VP1S0NP-SBJ-10,0
509,say.01,v,p,a,said,VBD,*-1,-NONE-,S,VBD1VP1VP1S0S0,0
510,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1
511,introduce.02,v,f,a,introduce,VB,it,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0
512,introduce.02,v,f,a,introduce,VB,will,MD,MD,VB1VP1VP0MD0,0
513,introduce.02,v,f,a,introduce,VB,a,DT,NP,VB1VP0NP0,1
514,offer.01,p,n,a,offered,VBN,the,DT,NP-SBJ,VBN1VP1VP1S0NP-SBJ0,0
515,offer.01,p,n,a,offered,VBN,advertisers,NNS,NP,VBN1VP0NP0,1
516,offer.01,p,n,a,offered,VBN,the,DT,NP,VBN1VP1VP1S1SBAR1NP-PRD0NP0,0
517,offer.01,p,n,a,offered,VBN,in,IN,PP-TMP,VBN1VP0PP-TMP0,1
518,give.01,v,n,a,give,VBP,Plans,NNS,NP,VBP1VP1S1SBAR1NP-SBJ0NP0,0
519,give.01,v,n,a,give,VBP,advertisers,NNS,NP,VBP1VP0NP0,1
524,increase.01,g,0,0,increasing,VBG,ad,NN,NP,VBG1VP0NP0,1
525,become.01,p,n,a,become,VBN,Plans,NNS,NP-SBJ,VBN1VP1VP1VP1S0NP-SBJ0,0
526,become.01,p,n,a,become,VBN,permanent,JJ,NP-PRD,VBN1VP0NP-PRD0,1
527,underscore.01,v,n,a,underscore,VBP,Plans,NNS,NP-SBJ,VBP1VP1VP1S0NP-SBJ0,0
528,underscore.01,v,n,a,underscore,VBP,the,DT,NP,VBP1VP0NP0,1
529,name.01,p,0,p,named,VBN,recently,RB,ADVP-TMP,VBN1VP1RRC0ADVP-TMP0,0
531,name.01,p,0,p,named,VBN,Newsweek,NNP,NP-PRD,VBN1VP0S0NP-PRD0,1
532,say.01,v,p,a,said,VBD,Alan,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
533,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1
534,increase.01,0,0,a,increase,VB,Newsweek,NNP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0
536,increase.01,0,0,a,increase,VB,5,CD,NP-EXT,VB1VP0NP-EXT0,1
538,cost.01,v,f,a,cost,VB,A,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0
539,cost.01,v,f,a,cost,VB,will,MD,MD,VB1VP1VP0MD0,0
540,cost.01,v,f,a,cost,VB,$,$,NP,VB1VP0NP0,1
542,lower.01,v,p,a,lowered,VBD,Time,NNP,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0
543,lower.01,v,p,a,lowered,VBD,its,PRP$,NP,VBD1VP0NP0,1
544,lower.01,v,p,a,lowered,VBD,while,IN,SBAR-TMP,VBD1VP0SBAR-TMP0,1
547,increase.01,p,0,a,increasing,VBG,Time,NNP,NP-SBJ-1,VBG1VP1S1SBAR-TMP1VP1S0NP-SBJ-10,0
548,increase.01,p,0,a,increasing,VBG,not,RB,RB,VBG1VP0RB0,0
549,increase.01,p,0,a,increasing,VBG,ad,NN,NP,VBG1VP0NP0,1
550,cost.01,v,n,a,costs,VBZ,a,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0
551,cost.01,v,n,a,costs,VBZ,about,IN,NP,VBZ1VP0NP0,1
552,announce.01,i,0,a,announce,VB,yet,RB,ADVP-TMP,VB1VP1VP1S1VP0ADVP-TMP0,0
553,announce.01,i,0,a,announce,VB,U.S.,NNP,NP-SBJ-1,VB1VP1VP1S1VP1S0NP-SBJ-10,0
554,announce.01,i,0,a,announce,VB,its,PRP$,NP,VB1VP0NP0,1
555,say.01,v,p,a,said,VBD,Newsweek,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
556,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1
557,introduce.02,v,f,a,introduce,VB,it,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0
558,introduce.02,v,f,a,introduce,VB,will,MD,MD,VB1VP1VP0MD0,0
559,introduce.02,v,f,a,introduce,VB,the,DT,NP,VB1VP0NP0,1
560,award.01,v,n,a,awards,VBZ,the,DT,NP,VBZ1VP1S1SBAR1NP0NP0,0
561,award.01,v,n,a,awards,VBZ,space,NN,NP,VBZ1VP0NP0NP0,1
562,award.01,v,n,a,awards,VBZ,to,TO,PP-DIR,VBZ1VP0PP-DIR0,1
563,award.01,v,n,a,awards,VBZ,*ICH*-2,-NONE-,-NONE-,VBZ1VP0NP0PP0-NONE-0,1
564,reward.01,v,f,a,reward,VB,The,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0
567,reward.01,v,f,a,reward,VB,advertisers,NNS,NP,VB1VP0NP0,1
568,reward.01,v,f,a,reward,VB,as,RB,ADVP-TMP,VB1VP0ADVP-TMP0,1
569,meet.01,v,n,a,meet,VBP,in,IN,PP-TMP,VBP1VP1S0PP-TMP0,0
570,meet.01,v,n,a,meet,VBP,advertisers,NNS,NP,VBP1VP1S1SBAR1NP0NP0,0
571,meet.01,v,n,a,meet,VBP,their,PRP$,NP,VBP1VP0NP0,1
572,exceed.01,v,n,a,exceed,VBP,in,IN,PP-TMP,VBP1VP1S0PP-TMP0,0
573,exceed.01,v,n,a,exceed,VBP,advertisers,NNS,NP,VBP1VP1S1SBAR1NP0NP0,0
574,exceed.01,v,n,a,exceed,VBP,their,PRP$,NP,VBP1VP0NP0,1
575,spend.01,v,p,a,spent,VBD,they,PRP,NP-SBJ,VBD1VP1VP1S0NP-SBJ0,0
576,spend.01,v,p,a,spent,VBD,$,$,NP-2,VBD1VP0NP-20,1
577,spend.01,v,p,a,spent,VBD,in,IN,PP-TMP-3,VBD1VP0PP-TMP-30,1
578,spend.01,v,p,a,spent,VBD,they,PRP,NP-SBJ,VBD1VP1VP1S0NP-SBJ0,0
580,spend.01,v,p,a,spent,VBD,in,IN,PP-TMP=3,VBD1VP1VP0VP0PP-TMP=30,1
581,say.01,v,p,a,said,VBD,Mr.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
582,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1
583,shore.01,i,0,a,shore,VB,the,DT,NP-SBJ,VB1VP1VP1S1NP-PRD1VP1S0NP-SBJ0,0
584,shore.01,i,0,a,shore,VB,a,DT,NP,VB1VP0NP0,1
585,total.01,v,p,a,totaled,VBD,Newsweek,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
586,total.01,v,p,a,totaled,VBD,1620,CD,NP,VBD1VP0NP0,1
587,matter.01,v,n,a,matters,VBZ,``,``,``,VBZ1VP1S1SBAR-NOM-SBJ1S1S-TPC-11SINV0``0,0
588,pay.01,p,n,a,paying,VBG,advertisers,NNS,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0
589,pay.01,p,n,a,paying,VBG,what,WP,WHNP-15,VBG1VP1VP1S1SBAR-NOM-PRD0WHNP-150,0
590,pay.01,p,n,a,paying,VBG,per,IN,PP,VBG1VP0PP0,1
592,do.02,p,n,a,doing,VBG,we,PRP,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0
593,do.02,p,n,a,doing,VBG,fine,RB,ADVP-MNR,VBG1VP0ADVP-MNR0,1
594,do.02,p,n,a,doing,VBG,this,DT,NP-TMP,VBG1VP0NP-TMP0,1
595,say.01,v,p,a,said,VBD,What,WP,S-TPC-1,VBD1VP1SINV0S-TPC-10,0
598,gain.02,p,n,a,gaining,VBG,circulation,NN,NP,VBG1VP0NP0,1
599,gain.02,p,n,a,gaining,VBG,in,IN,PP-TMP,VBG1VP0PP-TMP0,1
600,gain.02,p,n,a,gaining,VBG,without,IN,PP-MNR,VBG1VP0PP-MNR0,1
601,record.01,v,p,a,recorded,VBD,However,RB,ADVP,VBD1VP1S0ADVP0,0
602,record.01,v,p,a,recorded,VBD,none,NN,NP-SBJ,VBD1VP1S0NP-SBJ0,0
603,record.01,v,p,a,recorded,VBD,circulation,NN,NP,VBD1VP0NP0,1
604,record.01,v,p,a,recorded,VBD,recently,RB,ADVP-TMP,VBD1VP0ADVP-TMP0,1
609,bow.06,v,p,a,bowed,VBD,of,IN,PP-CLR,VBD1VP0PP-CLR0,1
610,bow.06,v,p,a,bowed,VBD,*-1,-NONE-,S-ADV,VBD1VP0S-ADV0,1
611,say.01,p,0,a,saying,VBG,New,NNP,NP-SBJ-1,VBG1VP1S-ADV1VP1S0NP-SBJ-10,0
612,say.01,p,0,a,saying,VBG,that,IN,SBAR,VBG1VP0SBAR0,1
613,justify.01,i,0,a,justify,VB,*,-NONE-,NP-SBJ,VB1VP1VP1S-40NP-SBJ0,0
614,justify.01,i,0,a,justify,VB,a,DT,NP,VB1VP0NP0,1
615,leave.01,v,n,a,leaves,VBZ,The,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0
617,leave.01,v,n,a,leaves,VBZ,as,IN,PP-CLR,VBZ1VP0PP-CLR0,1
618,remain.01,p,0,a,remaining,VBG,outside,JJ,JJ,VBG1NP0JJ0,1
620,propose.01,p,n,a,proposed,VBN,also,RB,ADVP,VBN1VP1VP1S0ADVP0,0
621,propose.01,p,n,a,proposed,VBN,an,DT,NP,VBN1VP0NP0,1
622,remain.01,0,0,a,remain,VB,it,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0
623,remain.01,0,0,a,remain,VB,would,MD,MD,VB1VP1VP0MD0,0
624,remain.01,0,0,a,remain,VB,an,DT,NP-PRD,VB1VP0NP-PRD0,1
625,base.01,p,0,p,based,VBN,New,NNP,NP,VBN1VP1NP-SBJ-40NP0,0
627,offer.01,p,p,a,offered,VBN,New,NNP,NP-SBJ-4,VBN1VP1VP1S0NP-SBJ-40,0
631,acquire.01,i,0,a,acquire,VB,PS,NNP,NP,VB1VP0NP0,1
632,say.01,v,n,a,says,VBZ,Northeast,NNP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0
633,say.01,v,n,a,says,VBZ,0,-NONE-,SBAR,VBZ1VP0SBAR0,1
634,base.01,p,n,p,based,VBN,United,NNP,NP-SBJ-13,VBN1VP1VP1S0NP-SBJ-130,0
635,base.01,p,n,p,based,VBN,in,IN,PP-LOC,VBN1VP0PP-LOC0,1
636,base.01,p,n,p,based,VBN,Northeast,NNP,NP-SBJ-14,VBN1VP1VP1S0NP-SBJ-140,0
637,base.01,p,n,p,based,VBN,in,IN,PP-LOC,VBN1VP0PP-LOC0,1
639,value.01,v,n,a,values,VBZ,its,PRP$,NP,VBZ1VP0NP0,1
640,value.01,v,n,a,values,VBZ,at,IN,PP-CLR,VBZ1VP0PP-CLR0,1
641,say.01,v,p,a,said,VBD,John,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
642,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1
643,suffer.01,0,0,a,suffer,VB,the,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0
644,suffer.01,0,0,a,suffer,VB,could,MD,MD,VB1VP1VP0MD0,0
645,suffer.01,0,0,a,suffer,VB,if,IN,SBAR-ADV,VB1VP0SBAR-ADV0,1
647,make.03,v,p,a,made,VBD,a,DT,NP,VBD1VP0NP0,1
648,relate.01,p,0,p,related,VBN,its,PRP$,NP,VBN1VP1NP-SBJ0NP0,0
649,relate.01,p,0,p,related,VBN,to,TO,PP-CLR,VBN1VP0PP-CLR0,1
650,improve.01,p,0,p,improved,VBN,operating,NN,NN,VBN1NP0NN0,1
651,come.04,v,p,a,come,VB,its,PRP$,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0
652,come.04,v,p,a,come,VB,n't,RB,RB,VB1VP1VP0RB0,0
653,come.04,v,p,a,come,VB,true,JJ,ADJP-PRD,VB1VP0ADJP-PRD0,1
654,evaluate.01,v,p,a,evaluated,VBD,we,PRP,NP-SBJ-2,VBD1VP1S0NP-SBJ-20,0
655,evaluate.01,v,p,a,evaluated,VBD,*-2,-NONE-,S,VBD1VP0S0,1
656,evaluate.01,v,p,a,evaluated,VBD,When,WRB,WHADVP-1,VBD1VP1S1SBAR-TMP0WHADVP-10,0
657,raise.01,g,0,0,raising,VBG,we,PRP,NP-SBJ-2,VBG1VP1S1VP1S0NP-SBJ-20,0
658,raise.01,g,0,0,raising,VBG,our,PRP$,NP,VBG1VP0NP0,1
659,seem.01,v,p,a,seemed,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0
660,seem.01,v,p,a,seemed,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0
662,get.03,v,p,a,got,VBD,hard,RB,ADJP-PRD,VBD1VP0ADJP-PRD0,1
663,take.02,i,0,a,take,VB,*,-NONE-,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0
664,take.02,i,0,a,take,VB,That,WDT,NP-SBJ,VB1VP1VP1S1SBAR1ADJP-PRD1VP1S-TPC-20NP-SBJ0,0
665,add.01,v,p,a,added,VBD,he,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
666,add.01,v,p,a,added,VBD,That,WDT,S-TPC-2,VBD1VP1S0S-TPC-20,0
668,note.XX,v,p,a,noted,VBD,also,RB,ADVP,VBD1VP1S0ADVP0,0
669,note.XX,v,p,a,noted,VBD,that,IN,SBAR,VBD1VP0SBAR0,1
670,worry.01,v,p,a,worried,VBN,political,JJ,NP-SBJ,VBN1VP1S0NP-SBJ0,0
672,worry.01,v,p,a,worried,VBN,New,NNP,NP,VBN1VP0NP0,1
673,own.01,v,n,a,owns,VBZ,who,WP,WHNP-16,VBZ1VP1S1SBAR-NOM0WHNP-160,0
674,own.01,v,n,a,owns,VBZ,PS,NNP,NP,VBZ1VP0NP0,1
675,emerge.01,v,n,a,emerges,VBZ,it,PRP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0
676,emerge.01,v,n,a,emerges,VBZ,from,IN,PP-DIR,VBZ1VP0PP-DIR0,1
677,say.01,v,p,a,said,VBD,he,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
678,say.01,v,p,a,said,VBD,No,DT,S-TPC-1,VBD1VP1S0S-TPC-10,0
679,attract.01,v,n,a,attracts,VBZ,That,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0
681,lead.03,v,p,a,led,VBD,the,DT,NP,VBD1VP1S1SBAR1NP0NP0,0
682,lead.03,v,p,a,led,VBD,to,TO,PP-DIR-CLR,VBD1VP0PP-DIR-CLR0,1
683,withdraw.01,i,0,a,withdraw,VB,company,NN,NN,VB1VP1VP1S1NP0NP0NN0,0
684,withdraw.01,i,0,a,withdraw,VB,from,IN,PP-DIR-CLR,VB1VP0PP-DIR-CLR0,1
686,add.01,v,p,a,added,VBD,it,PRP,S-1,VBD1VP1S0S-10,0
687,say.01,v,p,a,said,VBD,Wilbur,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
688,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1
689,speed.02,0,0,a,speed,VB,the,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0
690,speed.02,0,0,a,speed,VB,might,MD,MD,VB1VP1VP0MD0,0
691,speed.02,0,0,a,speed,VB,the,DT,NP,VB1VP0NP0,1
692,propose.01,v,p,a,proposed,VBD,New,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
693,propose.01,v,p,a,proposed,VBD,lower,JJR,NP,VBD1VP0NP0,1
694,propose.01,p,0,p,proposed,VBN,around,IN,NP,VBN1VP1NP0NP0,0
