Index,Predicate,V POS,Head Word,Head Word POS,Phrase type,Path,Relative Position,Target
3976,cheat,VB,*,-NONE-,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
3977,violated,VBD,Mrs.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
3978,violated,VBD,The,DT,NP,VBD1VP1S1SBAR1NP-SBJ-20NP0,0,ARG1
3979,designed,VBN,The,DT,NP-SBJ-2,VBN1VP1VP1S0NP-SBJ-20,0,ARG1
3980,designed,VBN,*-3,-NONE-,S-CLR,VBN1VP0S-CLR0,1,ARG3
3981,enforce,VB,The,DT,NP-SBJ-2,VB1VP1VP1S-CLR1VP1VP1S0NP-SBJ-20,0,ARG0
3982,enforce,VB,provisions,NNS,NP,VB1VP0NP0,1,ARG1
3983,alleged,VBD,Prosecutors,NNS,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
3984,alleged,VBD,that,IN,SBAR,VBD1VP0SBAR0,1,ARG1
3985,trying,VBG,she,PRP,NP-SBJ-1,VBG1VP1VP1S0NP-SBJ-10,0,ARG0
3986,trying,VBG,*-1,-NONE-,S,VBG1VP0S0,1,ARG1
3987,bolster,VB,she,PRP,NP-SBJ-1,VB1VP1VP1S1VP1VP1S0NP-SBJ-10,0,ARG0
3988,bolster,VB,students,NNS,NP,VB1VP0NP0,1,ARG1
3989,bolster,VB,*-1,-NONE-,S-PRP,VB1VP0S-PRP0,1,ARGM-PNC
3990,win,VB,she,PRP,NP-SBJ-1,VB1VP1VP1S-PRP1VP1VP1S1VP1VP1S0NP-SBJ-10,0,ARG0
3991,win,VB,a,DT,NP,VB1VP0NP0,1,ARG1
3992,win,VB,under,IN,PP-LOC,VB1VP0PP-LOC0,1,ARGM-LOC
3993,depended,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
3994,depended,VBD,on,IN,PP-CLR,VBD1VP0PP-CLR0,1,ARG1-on
3995,produce,VB,*,-NONE-,-NONE-,VB1VP1VP1S0NP-SBJ0-NONE-0,0,ARG0
3996,produce,VB,higher,JJR,NP,VB1VP0NP0,1,ARG1
3997,raise,VB,school,NN,NP,VB1VP1VP1S-21NP-PRD0PP-LOC0NP0,0,ARG0
3998,raise,VB,test,NN,NP,VB1VP0NP0,1,ARG1
3999,says,VBZ,There,EX,S-TPC-1,VBZ1VP1SINV0S-TPC-10,0,ARG1
4000,says,VBZ,Walt,NNP,NP-SBJ,VBZ1VP1SINV0NP-SBJ0,1,ARG0
4001,beat,VB,*,-NONE-,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
4002,beat,VB,the,DT,NP,VB1VP0NP0,1,ARG1
4003,blamed,VBN,educators,NNS,NP-PRD,VBN1VP1VP1S1SBAR1VP0NP-PRD0,0,ARG1
4004,blamed,VBN,for,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG2-for
4005,released,VBN,A,DT,NP,VBN1VP1NP-SBJ0NP0,0,ARG1
4006,released,VBN,in,IN,PP-TMP,VBN1VP0PP-TMP0,1,ARGM-TMP
4007,released,VBN,by,IN,PP,VBN1VP0PP0,1,ARG0-by
4008,concluded,VBD,A,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
4009,concluded,VBD,that,IN,SBAR,VBD1VP0SBAR0,1,ARG1
4010,says,VBZ,The,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
4011,says,VBZ,0,-NONE-,SBAR,VBZ1VP0SBAR0,1,ARG1
4012,inflated,VBN,standardized,JJ,NP-SBJ,VBN1ADJP-PRD1VP1S0NP-SBJ0,0,ARG1
4013,inflated,VBN,greatly,RB,RB,VBN1ADJP-PRD0RB0,0,ARGM-EXT
4014,inflated,VBN,because,IN,SBAR-PRP,VBN1ADJP-PRD1VP0SBAR-PRP0,1,ARGM-CAU
4015,teach,VBP,teachers,NNS,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
4016,teach,VBP,often,RB,ADVP-TMP,VBP1VP1S0ADVP-TMP0,0,ARGM-TMP
4017,teach,VBP,the,DT,NP,VBP1VP0NP0,1,ARG1
4018,teach,VBP,as,IN,SBAR-ADV,VBP1VP0SBAR-ADV0,1,ARGM-ADV
4019,caught,VBN,never,RB,ADVP-TMP,VBN1VP1VP0ADVP-TMP0,0,ARGM-TMP
4020,caught,VBN,most,JJS,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0,ARG1
4021,surfaced,VBN,Evidence,NN,NP-SBJ,VBN1VP1VP1S0NP-SBJ0,0,ARG1
4022,surfaced,VBN,in,IN,PP-LOC,VBN1VP0PP-LOC0,1,ARGM-LOC
4023,surfaced,VBN,in,IN,PP-TMP,VBN1VP0PP-TMP0,1,ARGM-TMP
4024,suspects,VBZ,California,NNP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
4025,suspects,VBZ,adult,NN,NP,VBZ1VP0NP0,1,ARG1
4026,changed,VBD,erasures,NNS,NP,VBD1VP1S1SBAR1NP0NP0,0,ARG0
4027,changed,VBD,wrong,JJ,NP,VBD1VP0NP0,1,ARG1
4028,changed,VBD,to,TO,PP-CLR,VBD1VP0PP-CLR0,1,ARG2-to
4029,changed,VBD,on,IN,PP-LOC,VBD1VP0PP-LOC0,1,ARGM-LOC
4030,revising,VBG,After,IN,PP-TMP,VBG1VP1VP1S0PP-TMP0,0,ARGM-TMP
4031,revising,VBG,Texas,NNP,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0,ARG0
4032,revising,VBG,its,PRP$,NP,VBG1VP0NP0,1,ARG1
4033,booming,VBG,And,CC,CC,VBG1VP1VP1S0CC0,0,ARGM-DIS
4034,booming,VBG,sales,NNS,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0,ARG0
4035,including,VBG,These,DT,NP,VBG1PP1NP-SBJ0NP0,0,ARG2
4036,including,VBG,Macmillan\/McGraw-Hill,NNP,NP,VBG1PP0NP0,1,ARG1
4037,using,VBG,them,PRP,NP,VBG1VP0NP0,1,ARG1
4038,using,VBG,*-3,-NONE-,-NONE-,VBG1VP1S-NOM0NP-SBJ0-NONE-0,0,ARG0
4039,telegraph,VBP,By,IN,PP-MNR,VBP1VP1VP1S0PP-MNR0,0,ARGM-MNR
4040,telegraph,VBP,teachers,NNS,NP-SBJ-3,VBP1VP1VP1S0NP-SBJ-30,0,ARG0
4041,telegraph,VBP,--,:,PRN,VBP1VP1VP1S0PRN0,0,ARGM-MNR
4042,telegraph,VBP,to,TO,PP-CLR,VBP1VP0PP-CLR0,1,ARG1-to
4043,telegraph,VBP,beforehand,RB,ADVP-TMP,VBP1VP0ADVP-TMP0,1,ARGM-TMP
4044,telegraph,VBP,the,DT,NP,VBP1VP0NP0,1,ARG2
4045,concentrate,VB,a,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
4046,concentrate,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
4047,concentrate,VB,the,DT,NP,VB1VP1VP1S1SBAR-LOC1NP0NP0,0,ARG1
4048,give,VB,By,IN,PP-MNR,VB1VP1VP1S0PP-MNR0,0,ARGM-MNR
4049,give,VB,teachers,NNS,NP-SBJ-3,VB1VP1VP1S0NP-SBJ-30,0,ARG0
4050,give,VB,with,IN,PP,VB1VP1VP1S0PRN0PP0,0,ARGM-MNR
4051,give,VB,sometimes,RB,ADVP-TMP,VB1VP0ADVP-TMP0,0,ARGM-TMP
4052,give,VB,a,DT,NP,VB1VP0NP0,1,ARG1
4053,say,VBP,Experts,NNS,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
4054,say,VBP,0,-NONE-,SBAR,VBP1VP0SBAR0,1,ARG1
4055,mean,VBP,tests,NNS,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
4056,mean,VBP,as,RB,NP,VBP1VP0NP0,1,ARG1
4057,mean,VBP,the,DT,NP,VBP1VP1S1SBAR-LOC1NP-PRD0PP-LOC0NP0,0,ARGM-LOC
4058,block,VB,Under,IN,PP-LOC,VB1VP1VP1VP1S0PP-LOC0,0,ARGM-ADV
4059,block,VB,low,JJ,NP-SBJ,VB1VP1VP1VP1S0NP-SBJ0,0,ARG3
4060,block,VB,can,MD,MD,VB1VP1VP1VP0MD0,0,ARGM-MOD
4061,block,VB,students,NNS,NP,VB1VP0NP0,1,ARG1
4062,force,VB,Under,IN,PP-LOC,VB1VP1VP1VP1S0PP-LOC0,0,ARGM-LOC
4063,force,VB,low,JJ,NP-SBJ,VB1VP1VP1VP1S0NP-SBJ0,0,ARG0
4064,force,VB,can,MD,MD,VB1VP1VP1VP0MD0,0,ARGM-MOD
4065,force,VB,entire,JJ,NP,VB1VP0NP0,1,ARG1
4066,force,VB,into,IN,PP-DIR,VB1VP0PP-DIR0,1,ARG2-into
4067,mean,VB,wrenching,JJ,NP,VB1VP1VP1S1SBAR1NP0NP0,0,ARG0
4068,mean,VB,can,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
4069,mean,VB,firings,NNS,NP,VB1VP0NP0,1,ARG1
4070,bring,VB,High,JJ,NP-SBJ,VB1VP1S0NP-SBJ0,0,ARG0
4071,bring,VB,on,IN,PP,VB1VP1S0PRN0PP0,0,ARGM-DIS
4072,bring,VB,recognition,NN,NP,VB1VP0NP0,1,ARG1
4073,says,VBZ,South,NNP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
4074,says,VBZ,0,-NONE-,SBAR,VBZ1VP0SBAR0,1,ARG1
4075,getting,VBG,it,PRP,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0,ARG0
4076,getting,VBG,results,NNS,NP,VBG1VP0NP0,1,ARG1
4077,went,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
4078,went,VBD,in,IN,PP-CLR,VBD1VP0PP-CLR0,1,ARG2-in
4079,posted,VBN,Since,IN,SBAR-TMP,VBN1VP1VP1S0SBAR-TMP0,0,ARGM-TMP
4080,posted,VBN,for,IN,PP,VBN1VP1VP1S0PRN0PP0,0,ARGM-DIS
4081,posted,VBN,no,DT,NP-SBJ,VBN1VP1VP1S0NP-SBJ0,0,ARG0
4082,posted,VBN,a,DT,NP,VBN1VP0NP0,1,ARG1
4083,posted,VBN,although,IN,SBAR-ADV,VBN1VP0SBAR-ADV0,1,ARGM-ADV
4084,posts,VBZ,the,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
4085,posts,VBZ,still,RB,ADVP-TMP,VBZ1VP1S0ADVP-TMP0,0,ARGM-TMP
4086,posts,VBZ,the,DT,NP,VBZ1VP0NP0,1,ARG1
4087,use,VBP,the,DT,NP,VBP1VP1S1SBAR1NP0NP0,0,ARG0
4088,use,VBP,the,DT,NP,VBP1VP0NP0,1,ARG1
4089,use,VBP,as,IN,PP-CLR,VBP1VP0PP-CLR0,1,ARG2-as
4090,say,VBP,Critics,NNS,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
4091,say,VBP,0,-NONE-,SBAR,VBP1VP0SBAR0,1,ARG1
4092,paying,VBG,South,NNP,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0,ARG0
4093,paying,VBG,a,DT,NP,VBG1VP0NP0,1,ARG1
4094,paying,VBG,by,IN,PP-MNR,VBG1VP0PP-MNR0,1,ARGM-MNR
4095,stressing,VBG,South,NNP,NP-SBJ,VBG1VP1S-NOM1PP-MNR1VP1VP1S0NP-SBJ0,0,ARG0
4096,stressing,VBG,improved,VBN,NP,VBG1VP0NP0,1,ARG1
4097,stressing,VBG,so,RB,ADVP-MNR,VBG1VP0ADVP-MNR0,1,ARGM-MNR
4098,improved,VBN,test,NN,NN,VBN1NP0NN0,1,ARG1
4099,rates,VBZ,Friends,NNPS,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
4100,rates,VBZ,South,NNP,NP-SBJ,VBZ1VP0S0NP-SBJ0,1,ARG1
4101,rates,VBZ,one,CD,NP-PRD,VBZ1VP0S0NP-PRD0,1,ARG2
4102,rates,VBZ,in,IN,PP-LOC,VBZ1VP0PP-LOC0,1,ARGM-LOC
4103,Says,VBZ,the,DT,NP-SBJ,VBZ1VP1SINV0NP-SBJ0,1,ARG0
4104,Says,VBZ,*ICH*-3,-NONE-,-NONE-,VBZ1VP0SBAR0S0-NONE-0,1,ARG1
4105,prosecuting,VBG,*,-NONE-,NP-SBJ,VBG1VP1S-NOM-SBJ0NP-SBJ0,0,ARG0
4106,prosecuting,VBG,Mrs.,NNP,NP,VBG1VP0NP0,1,ARG1
4107,protect,VB,administrators,NNS,NP-SBJ,VB1VP1VP1VP1S0NP-SBJ0,0,ARG0
4108,protect,VB,themselves,PRP,NP,VB1VP0NP0,1,ARG1
4109,protect,VB,a,DT,NP,VB1VP1VP1VP1S1SBAR1NP-PRD0NP0,0,ARGM-MNR
4110,look,VB,administrators,NNS,NP-SBJ,VB1VP1VP1VP1S0NP-SBJ0,0,ARG0
4111,look,VB,like,IN,SBAR-PRD,VB1VP0SBAR-PRD0,1,ARG1
4112,take,VBP,they,PRP,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
4113,take,VBP,cheating,NN,NP,VBP1VP0NP0,1,ARG1
4114,take,VBP,seriously,RB,ADVP-MNR,VBP1VP0ADVP-MNR0,1,ARGM-MNR
4115,take,VB,they,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
4116,take,VB,n't,RB,RB,VB1VP1VP0RB0,0,ARGM-NEG
4117,take,VB,it,PRP,NP,VB1VP0NP0,1,ARG1
4118,take,VB,seriously,RB,ADVP-MNR,VB1VP0ADVP-MNR0,1,ARGM-MNR
4119,take,VB,at,IN,ADVP,VB1VP0ADVP0,1,ARGM-ADV
4120,take,VB,when,WRB,WHADVP-1,VB1VP1VP1S1SBAR-TMP0WHADVP-10,0,ARGM-TMP
4121,says,VBZ,Paul,NNP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
4122,says,VBZ,0,-NONE-,SBAR,VBZ1VP0SBAR0,1,ARG1
4123,based,VBN,Mr.,NNP,NP-SBJ,VBN1PP1PP-PRD1VP1S0NP-SBJ0,0,ARG1
4124,based,VBN,on,IN,PP,VBN1PP0PP0,1,ARG2-on
4125,says,VBZ,Partly,RB,PP-PRP,VBZ1VP1S0PP-PRP0,0,ARGM-CAU
4126,says,VBZ,however,RB,ADVP,VBZ1VP1S0ADVP0,0,ARGM-DIS
4127,says,VBZ,he,PRP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
4128,says,VBZ,0,-NONE-,SBAR,VBZ1VP0SBAR0,1,ARG1
4129,begin,VB,the,DT,NP-SBJ-1,VB1VP1VP1S0NP-SBJ-10,0,ARG0
4130,begin,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
4131,begin,VB,*-1,-NONE-,S,VB1VP0S0,1,ARG1
4132,begin,VB,next,JJ,NP-TMP,VB1VP0NP-TMP0,1,ARGM-TMP
4133,keeping,VBG,the,DT,NP-SBJ-1,VBG1VP1S1VP1VP1S0NP-SBJ-10,0,ARG0
4134,keeping,VBG,closer,JJR,NP,VBG1VP0NP0,1,ARG1
4135,designed,VBN,South,NNP,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0,ARG1
4136,designed,VBN,for,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG2-for
4137,Standing,VBG,on,IN,PP-LOC-CLR,VBG1VP0PP-LOC-CLR0,1,ARG2-on
4138,Standing,VBG,in,IN,PP-LOC,VBG1VP0PP-LOC0,1,ARGM-LOC
4139,Standing,VBG,*-1,-NONE-,-NONE-,VBG1VP1S-ADV0NP-SBJ0-NONE-0,0,ARG1
4140,educated,VBN,*-1,-NONE-,S-ADV,VBN1VP1VP1S0S-ADV0,0,ARGM-ADV
4141,educated,VBN,the,DT,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0,ARG0
4142,educated,VBN,many,JJ,NP,VBN1VP0NP0,1,ARG1
4143,including,VBG,many,JJ,NP,VBG1PP1NP0NP0,0,ARG2
4144,including,VBG,the,DT,NP,VBG1PP0NP0,1,ARG1
4145,faded,VBN,But,CC,CC,VBN1VP1VP1S0CC0,0,ARGM-DIS
4146,faded,VBN,by,IN,PP-TMP,VBN1VP1VP1S0PP-TMP0,0,ARGM-TMP
4147,faded,VBN,its,PRP$,NP,VBN1VP1VP1S0NP-SBJ0NP0,0,ARG1
4148,faded,VBN,like,IN,PP-MNR-1,VBN1VP0PP-MNR-10,1,ARGM-MNR
4149,cutting,VBG,kids,NNS,NP,VBG1VP1NP0NP0,0,ARG0
4150,cutting,VBG,class,NN,NP,VBG1VP0NP0,1,ARG1
4151,says,VBZ,It,PRP,S-TPC-1,VBZ1VP1SINV0S-TPC-10,0,ARG1
4152,says,VBZ,Linda,NNP,NP-SBJ,VBZ1VP1SINV0NP-SBJ0,1,ARG0
4153,took,VBD,Mrs.,NNP,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0,ARG0
4154,took,VBD,in,IN,PP-TMP,VBD1VP0PP-TMP0,1,ARGM-TMP
4155,took,VBD,*-1,-NONE-,S-ADV,VBD1VP0S-ADV0,1,ARGM-ADV
4156,becoming,VBG,Mrs.,NNP,NP-SBJ-1,VBG1VP1S-ADV1VP1S0NP-SBJ-10,0,ARG1
4157,becoming,VBG,the,DT,NP,VBG1VP0NP0,1,ARG2
4158,suffered,VBD,Her,PRP$,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
4159,suffered,VBD,a,DT,NP,VBD1VP0NP0,1,ARG1
4160,bled,VBD,Prior,RB,ADVP-TMP,VBD1VP1S0ADVP-TMP0,0,ARGM-TMP
4161,bled,VBD,a,DT,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0,ARG1
4162,bled,VBD,to,TO,PP-CLR,VBD1VP0PP-CLR0,1,ARGM-PRD
4163,bled,VBD,in,IN,PP-LOC,VBD1VP0PP-LOC0,1,ARGM-LOC
4164,bled,VBD,*-1,-NONE-,S-ADV,VBD1VP0S-ADV0,1,ARGM-ADV
4165,stabbed,VBN,a,DT,NP-SBJ-1,VBN1VP1S-ADV1VP1S0NP-SBJ-10,0,ARG1
4166,stabbed,VBN,by,IN,PP,VBN1VP0PP0,1,ARG0-by
4167,says,VBZ,Academically,RB,ADVP,VBZ1VP1PRN1S-10ADVP0,0,ARG1
4168,says,VBZ,Mrs.,NNP,NP-SBJ,VBZ1VP1PRN0NP-SBJ0,0,ARG0
4169,having,VBG,Academically,RB,ADVP,VBG1VP1VP1S-10ADVP0,0,ARGM-MNR
4170,having,VBG,the,DT,NP-SBJ-2,VBG1VP1VP1S-10NP-SBJ-20,0,ARG0
4171,having,VBG,trouble,NN,NP,VBG1VP0NP0,1,ARG1
4172,having,VBG,*-2,-NONE-,S-CLR,VBG1VP0S-CLR0,1,ARGM-ADV
4173,serving,VBG,the,DT,NP-SBJ-2,VBG1VP1S-CLR1VP1VP1S-10NP-SBJ-20,0,ARG0
4174,serving,VBG,in,IN,PP-MNR,VBG1VP0PP-MNR0,1,ARGM-MNR
4175,serving,VBG,its,PRP$,NP,VBG1VP0NP0,1,ARG2
4176,resolved,VBD,Mrs.,NNP,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0,ARG0
4177,resolved,VBD,*-1,-NONE-,S,VBD1VP0S0,1,ARG1
4178,clean,VB,Mrs.,NNP,NP-SBJ-1,VB1VP1VP1VP1S1VP1S0NP-SBJ-10,0,ARG0
4179,clean,VB,``,``,NP,VB1VP0NP0,1,ARG1
4180,restore,VB,Mrs.,NNP,NP-SBJ-1,VB1VP1VP1VP1S1VP1S0NP-SBJ-10,0,ARG0
4181,restore,VB,safety,NN,NP,VB1VP0NP0,1,ARG1
4182,had,VBD,she,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
4183,had,VBD,also,RB,ADVP,VBD1VP1S0ADVP0,0,ARGM-DIS
4184,had,VBD,some,DT,NP,VBD1VP0NP0,1,ARG1
4185,working,VBG,some,DT,NP,VBG1VP1NP0NP0,0,ARG0
4186,working,VBG,in,IN,PP-CLR,VBG1VP0PP-CLR0,1,ARGM-MNR
4187,raised,VBD,statewide,JJ,NP,VBD1VP1VP1S1SBAR1NP-PRD0NP0,0,ARG0
4188,raised,VBD,overall,JJ,NP,VBD1VP0NP0,1,ARG1
4189,ushered,VBD,statewide,JJ,NP,VBD1VP1VP1S1SBAR1NP-PRD0NP0,0,ARG0
4190,ushered,VBD,a,DT,NP,VBD1VP0NP0,1,ARG1
4191,came,VBD,Nancy,NNP,NP,VBD1VP1S1SBAR1NP-PRD0NP0,0,ARG1
4192,came,VBD,to,TO,PP-DIR,VBD1VP0PP-DIR0,1,ARG4-to
4193,came,VBD,in,IN,PP-TMP,VBD1VP0PP-TMP0,1,ARGM-TMP
4194,came,VBD,*-1,-NONE-,S-ADV,VBD1VP0S-ADV0,1,ARGM-ADV
4195,wanted,VBD,reformers,NNS,NP-SBJ-2,VBD1VP1S0NP-SBJ-20,0,ARG0
4196,wanted,VBD,*-2,-NONE-,S,VBD1VP0S0,1,ARG1
4197,reward,VB,reformers,NNS,NP-SBJ-2,VB1VP1VP1S1VP1S0NP-SBJ-20,0,ARG0
4198,reward,VB,the,DT,NP,VB1VP1VP1S1VP1S1SBAR1NP0NP0,0,ARG2
4199,became,VBD,*,-NONE-,S-NOM-SBJ,VBD1VP1S-TPC-10S-NOM-SBJ0,0,ARG1
4200,became,VBD,just,RB,ADVP,VBD1VP1S-TPC-10ADVP0,0,ARGM-ADV
4201,became,VBD,my,PRP$,NP-PRD,VBD1VP0NP-PRD0,1,ARG2
4202,says,VBZ,*,-NONE-,S-TPC-1,VBZ1VP1SINV0S-TPC-10,0,ARG1
4203,says,VBZ,the,DT,NP-SBJ,VBZ1VP1SINV0NP-SBJ0,1,ARG0
4204,loved,VBD,I,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
4205,loved,VBD,the,DT,NP,VBD1VP0NP0,1,ARG1
4206,dreamt,VBD,I,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
4207,dreamt,VBD,even,RB,ADVP,VBD1VP1S0ADVP0,0,ARGM-DIS
4208,dreamt,VBD,about,IN,PP-CLR,VBD1VP0PP-CLR0,1,ARG1-about
4209,do,VB,I,PRP,NP-SBJ,VB1VP1VP1S1SBAR1NP1NP1PP-CLR1VP1S0NP-SBJ0,0,ARG0
4210,do,VB,new,JJ,NP,VB1VP1VP1S1SBAR1NP0NP0,0,ARG1
4211,do,VB,with,IN,PP-CLR,VB1VP0PP-CLR0,1,ARG2-with
4212,fired,VBD,Mrs.,NNP,NP-SBJ-1,VBD1VP1VP1S0NP-SBJ-10,0,ARG0
4213,fired,VBD,staff,NN,NP,VBD1VP0NP0,1,ARG1
4214,restructured,VBD,Mrs.,NNP,NP-SBJ-1,VBD1VP1VP1S0NP-SBJ-10,0,ARG0
4215,restructured,VBD,staff,NN,NP,VBD1VP0NP0,1,ARG1
4216,struggled,VBD,Mrs.,NNP,NP-SBJ-1,VBD1VP1VP1S0NP-SBJ-10,0,ARG0
4217,struggled,VBD,*-1,-NONE-,S,VBD1VP0S0,1,ARG1
4218,improve,VB,Mrs.,NNP,NP-SBJ-1,VB1VP1VP1S1VP1VP1S0NP-SBJ-10,0,ARG0
4219,improve,VB,curriculum,NN,NP,VB1VP0NP0,1,ARG1
4220,worked,VBD,While,IN,SBAR-TMP,VBD1VP1VP1S0SBAR-TMP0,0,ARGM-TMP
4221,worked,VBD,Mrs.,NNP,NP-SBJ,VBD1VP1VP1S0NP-SBJ0,0,ARG0
4222,worked,VBD,14-hour,JJ,NP,VBD1VP0NP0,1,ARGM-MNR
4223,became,VBD,While,IN,SBAR-TMP,VBD1VP1VP1S0SBAR-TMP0,0,ARGM-TMP
4224,became,VBD,Mrs.,NNP,NP-SBJ,VBD1VP1VP1S0NP-SBJ0,0,ARG1
4225,became,VBD,fast,RB,ADVP-MNR,VBD1VP0ADVP-MNR0,0,ARGM-MNR
4226,became,VBD,a,DT,NP-PRD,VBD1VP0NP-PRD0,1,ARG2
4227,applied,VBD,In,IN,PP-TMP,VBD1VP1VP1S0PP-TMP0,0,ARGM-TMP
4228,applied,VBD,she,PRP,NP-SBJ,VBD1VP1VP1S0NP-SBJ0,0,ARG0
4229,applied,VBD,*RNR*-1,-NONE-,-NONE-,VBD1VP0PP-CLR0NP0-NONE-0,1,ARG1-for
4230,applied,VBD,under,IN,PP-LOC,VBD1VP1VP0PP-LOC0,1,ARGM-LOC
4231,won,VBD,In,IN,PP-TMP,VBD1VP1VP1S0PP-TMP0,0,ARGM-TMP
4232,won,VBD,she,PRP,NP-SBJ,VBD1VP1VP1S0NP-SBJ0,0,ARG0
4233,won,VBD,*RNR*-1,-NONE-,-NONE-,VBD1VP0NP0-NONE-0,1,ARG1
4234,won,VBD,under,IN,PP-LOC,VBD1VP1VP0PP-LOC0,1,ARGM-LOC
4235,taught,VBD,*-1,-NONE-,S-ADV,VBD1VP1S0S-ADV0,0,ARGM-ADV
4236,taught,VBD,Mrs.,NNP,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0,ARG0
4237,taught,VBD,honor,NN,NP,VBD1VP0NP0,1,ARG2
4238,designed,VBN,a,DT,NP,VBN1VP1NP0NP0,0,ARG1
4239,designed,VBN,*-3,-NONE-,S-CLR,VBN1VP0S-CLR0,1,ARG3
4240,encourage,VB,a,DT,NP,VB1VP1VP1S-CLR1VP1NP0NP0,0,ARG0
4241,encourage,VB,good,JJ,NP-SBJ,VB1VP0S0NP-SBJ0,1,ARG1
4242,encourage,VB,to,TO,VP,VB1VP0S0VP0,1,ARG2
4243,consider,VB,good,JJ,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
4244,consider,VB,teaching,NN,NP,VB1VP0NP0,1,ARG1
4245,consider,VB,as,IN,PP-CLR,VB1VP0PP-CLR0,1,ARG2-as
4246,won,VBD,She,PRP,NP-SBJ-1,VBD1VP1VP1S0NP-SBJ-10,0,ARG0
4247,won,VBD,grant,NN,NP,VBD1VP0NP0,1,ARG1
4248,won,VBD,for,IN,PP-BNF,VBD1VP0PP-BNF0,1,ARG2-for
4249,advised,VBD,She,PRP,NP-SBJ-1,VBD1VP1VP1S0NP-SBJ-10,0,ARG0
4250,advised,VBD,cheerleaders,NNS,NP,VBD1VP0NP0,1,ARG1
4251,ran,VBD,She,PRP,NP-SBJ-1,VBD1VP1VP1S0NP-SBJ-10,0,ARG0
4252,ran,VBD,the,DT,NP,VBD1VP0NP0,1,ARG1
4253,proposed,VBD,She,PRP,NP-SBJ-1,VBD1VP1VP1S0NP-SBJ-10,0,ARG0
4254,proposed,VBD,a,DT,NP,VBD1VP0NP0,1,ARG1
4255,taught,VBD,She,PRP,NP-SBJ-1,VBD1VP1VP1S0NP-SBJ-10,0,ARG0
4256,taught,VBD,a,DT,NP,VBD1VP0NP0,1,ARG1
4257,chosen,VBN,She,PRP,NP-SBJ-1,VBN1VP1VP1VP1S0NP-SBJ-10,0,ARG1
4258,chosen,VBN,by,IN,PP-LGS,VBN1VP0PP-LGS0,1,ARG0-by
4259,chosen,VBN,as,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG4-as
4260,had,VBD,she,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
4261,had,VBD,it,PRP,S,VBD1VP0S0,1,ARG1
4262,says,VBZ,She,PRP,S-TPC-1,VBZ1VP1SINV0S-TPC-10,0,ARG1
4263,says,VBZ,Laura,NNP,NP-SBJ,VBZ1VP1SINV0NP-SBJ0,1,ARG0
