Index,Predicate,V POS,Head Word,Head Word POS,Phrase type,Path,Relative Position,Target
2048,jumping,VBG,*-1,-NONE-,S-PRP,VBG1VP0S-PRP0,1,ARG1
2049,buy,VB,people,NNS,NP,VB1VP1VP1S-PRP1VP1S-NOM1PP-CLR1VP1S1SBAR1NP0NP0,0,ARG0
2050,buy,VB,the,DT,NP,VB1VP0NP0,1,ARG1
2052,says,VBZ,Newgate,NNP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
2053,says,VBZ,The,DT,S,VBZ1VP0S0,1,ARG1
2054,have,VBP,I,PRP,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
2055,have,VBP,The,DT,NP,VBP1VP1S1SBAR1NP-SBJ0NP0,0,ARG1
2056,have,VBP,for,IN,PP,VBP1VP1S1SBAR1NP-SBJ0PP0,1,ARGM-PNC
2057,come,VBP,those,DT,NP,VBP1VP1S1SBAR1NP-SBJ-40NP0,0,ARG1
2059,come,VBP,late,RB,ADVP-TMP,VBP1VP0ADVP-TMP0,1,ARGM-TMP
2060,leave,VB,those,DT,NP-SBJ-4,VB1VP1VP1S1ADJP-PRD1VP1S1VP1S0NP-SBJ-40,0,ARG0
2061,leave,VB,quickly,RB,ADVP-MNR,VB1VP0ADVP-MNR0,1,ARGM-MNR
2063,holding,VBG,technical,JJ,NP,VBG1VP0NP0,1,ARG1
2065,owed,VBD,to,TO,PP-CLR,VBD1VP0PP-CLR0,1,ARG2-to
2066,said,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
2067,said,VBD,The,DT,S-TPC-2,VBD1VP1S0S-TPC-20,0,ARG1
2068,repaid,VBN,the,DT,NP-SBJ-49,VBN1VP1VP1S0NP-SBJ-490,0,ARG1
2069,clear,VB,it,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
2070,clear,VB,could,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
2071,clear,VB,the,DT,NP,VB1VP0NP0NP0,1,ARG2
2073,sold,VBN,Soviet,JJ,NP-SBJ-50,VBN1VP1VP1VP1S0NP-SBJ-500,0,ARG1
2076,said,VBD,after,IN,PP-TMP,VBD1VP1S0PP-TMP0,0,ARGM-TMP
2078,said,VBD,that,IN,SBAR,VBD1VP0SBAR0,1,ARG1
2079,say,VB,*,-NONE-,NP-SBJ,VB1VP1VP1S-10NP-SBJ0,0,ARG0
2080,say,VB,whether,IN,SBAR,VB1VP0SBAR0,1,ARG1
2081,happen,VB,that,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG1
2082,happen,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
2083,said,VBD,Coincident,JJ,ADJP-TMP,VBD1VP1S0ADJP-TMP0,0,ARGM-TMP
2084,said,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
2086,permitted,VBN,it,PRP,NP-SBJ,VBN1VP1VP1S0NP-SBJ0,0,ARG0
2087,permitted,VBN,a,DT,S,VBN1VP0S0,1,ARG1
2088,open,VB,a,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
2089,open,VB,a,DT,NP,VB1VP0NP0,1,ARG1
2090,approved,VBN,The,DT,NP-SBJ-1,VBN1VP1VP1VP1S0NP-SBJ-10,0,ARG1
2091,approved,VBN,last,JJ,NP-TMP,VBN1VP0NP-TMP0,1,ARGM-TMP
2092,opened,VBD,The,DT,NP-SBJ-1,VBD1VP1VP1S0NP-SBJ-10,0,ARG1
2093,opened,VBD,in,IN,PP-TMP,VBD1VP0PP-TMP0,1,ARGM-TMP
2094,crippled,VBN,would,MD,MD,VBN1VP1VP1VP0MD0,0,ARGM-MOD
2095,crippled,VBN,a,DT,NP-SBJ-51,VBN1VP1VP1VP1S0NP-SBJ-510,0,ARG1
2096,crippled,VBN,unless,IN,SBAR-ADV,VBN1VP0SBAR-ADV0,1,ARGM-ADV
2098,found,VBD,a,DT,NP,VBD1VP0NP0,1,ARG1
2099,settle,VB,Moscow,NNP,NP-SBJ,VB1VP1VP1S1SBAR1NP1VP1S0NP-SBJ0,0,ARG0
2101,settle,VB,a,DT,NP,VB1VP1VP1S1SBAR1NP0NP0,0,ARGM-MNR
2102,lent,VBN,the,DT,NP,VBN1VP1VP1S1SBAR1NP0NP0,0,ARG1
2103,lent,VBN,to,TO,PP-CLR,VBN1VP0PP-CLR0,1,ARG2-to
2104,lent,VBN,before,IN,SBAR-TMP,VBN1VP0SBAR-TMP0,1,ARGM-TMP
2105,seized,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
2106,seized,VBD,power,NN,NP,VBD1VP0NP0,1,ARG1
2107,seized,VBD,in,IN,PP-TMP,VBD1VP0PP-TMP0,1,ARGM-TMP
2108,amended,VBN,the,DT,NP,VBN1VP1S1SBAR1PRN1NP0NP0,0,ARG1
2109,extend,VB,Americans,NNS,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
2110,extend,VB,credit,NN,NP,VB1VP0NP0,1,ARG1
2112,extend,VB,unless,IN,SBAR-ADV,VB1VP0SBAR-ADV0,1,ARGM-ADV
2113,belongs,VBZ,The,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
2115,settled,VBN,Moscow,NNP,NP-SBJ,VBN1VP1VP1S0NP-SBJ0,0,ARG0
2116,settled,VBN,pre-1917,JJ,NP,VBN1VP0NP0,1,ARG1
2117,settled,VBN,in,IN,PP-TMP,VBN1VP0PP-TMP0,1,ARGM-TMP
2118,settled,VBN,at,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG3-at
2119,stressed,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
2120,stressed,VBD,the,DT,NP,VBD1VP0NP0,1,ARG1
2122,satisfying,VBG,*,-NONE-,NP-SBJ,VBG1VP1S-NOM0NP-SBJ0,0,ARG0
2123,satisfying,VBG,the,DT,NP,VBG1VP0NP0,1,ARG1
2126,face,VB,still,RB,ADVP-TMP,VB1VP1VP0ADVP-TMP0,0,ARGM-TMP
2128,face,VB,until,IN,SBAR-TMP,VB1VP0SBAR-TMP0,1,ARGM-TMP
2129,raising,VBG,the,DT,NP-SBJ,VBG1VP1S-NOM1PP1NP1VP1VP1S0NP-SBJ0,0,ARG0
2130,raising,VBG,money,NN,NP,VBG1VP0NP0,1,ARG1
2131,raising,VBG,in,IN,PP-LOC,VBG1VP0PP-LOC0,1,ARGM-LOC
2132,settle,VBP,they,PRP,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
2133,settle,VBP,hundreds,NNS,NP,VBP1VP0NP0,1,ARG1
2134,leveling,VBG,the,DT,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0,ARG1
2135,said,VBD,In,IN,PP-LOC,VBD1VP1S0PP-LOC0,0,ARGM-LOC
2136,said,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
2137,said,VBD,that,IN,SBAR,VBD1VP0SBAR0,1,ARG1
2138,manufactured,VBN,goods,NNS,NNS,VBN1NP0NNS0,1,ARG1
2139,failed,VBD,orders,NNS,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0,ARG1
2141,rise,VB,orders,NNS,NP-SBJ-1,VB1VP1VP1S1VP1S0NP-SBJ-10,0,ARG1
2142,rise,VB,in,IN,PP-TMP,VB1VP0PP-TMP0,1,ARGM-TMP
2143,said,VBD,Meanwhile,RB,ADVP-TMP,VBD1VP1S0ADVP-TMP0,0,ARGM-TMP
2145,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
2146,indicated,VBD,its,PRP$,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
2147,indicated,VBD,that,IN,SBAR,VBD1VP0SBAR0,1,ARG1
2148,contracted,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
2149,contracted,VBD,in,IN,PP-TMP,VBD1VP0PP-TMP0,1,ARGM-TMP
2150,contracted,VBD,for,IN,PP-TMP,VBD1VP0PP-TMP0,1,ARGM-TMP
2152,inched,VBD,up,RB,ADVP-CLR,VBD1VP0ADVP-CLR0,1,ARG5-DIR
2153,inched,VBD,to,TO,PP-DIR,VBD1VP0PP-DIR0,1,ARG4-to
2154,inched,VBD,from,IN,PP-DIR,VBD1VP0PP-DIR0,1,ARG3-from
2155,suggests,VBZ,Any,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
2157,declining,VBG,the,DT,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0,ARG1
2158,declining,VBG,generally,RB,ADVP,VBG1VP1VP0ADVP0,0,ARGM-ADV
2159,purchasing,VBG,managers,NNS,NNS,VBG1NP-SBJ0NNS0,1,ARG0
2160,said,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
2161,said,VBD,however,RB,ADVP,VBD1VP1S0ADVP0,0,ARGM-DIS
2162,said,VBD,also,RB,ADVP,VBD1VP1S0ADVP0,0,ARGM-DIS
2163,said,VBD,that,IN,SBAR,VBD1VP0SBAR0,1,ARG1
2164,turned,VBD,orders,NNS,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
2166,turned,VBD,after,IN,PP-TMP,VBD1VP0PP-TMP0,1,ARGM-TMP
2168,booked,VBD,$,$,NP,VBD1VP0NP0,1,ARG1
2169,booked,VBD,in,IN,PP-TMP,VBD1VP0PP-TMP0,1,ARGM-TMP
2170,said,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
2171,said,VBD,Factories,NNS,S-TPC-2,VBD1VP1S0S-TPC-20,0,ARG1
2172,fallen,VBN,If,IN,SBAR-ADV,VBN1VP1VP1VP1S0SBAR-ADV0,0,ARGM-ADV
2173,fallen,VBN,factory,NN,NP-SBJ,VBN1VP1VP1VP1S0NP-SBJ0,0,ARG1
2174,fallen,VBN,would,MD,MD,VBN1VP1VP1VP0MD0,0,ARGM-MOD
2175,fallen,VBN,2.1,CD,NP-EXT,VBN1VP0NP-EXT0,1,ARG2-EXT
2176,said,VBD,In,IN,PP-LOC,VBD1VP1S0PP-LOC0,0,ARGM-LOC
2177,said,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
2178,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
2179,ran,VBD,construction,NN,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
2180,ran,VBD,at,IN,PP-CLR,VBD1VP0PP-CLR0,1,ARGM-MNR
2181,reported,VBN,the,DT,NP,VBN1VP1NP0NP0,0,ARG1
2182,reported,VBN,for,IN,PP,VBN1VP0PP0,1,ARGM-TMP
2183,adjusted,VBN,The,DT,NP-SBJ-1,VBN1VP1VP1VP1S0NP-SBJ-10,0,ARG1
2184,adjusted,VBN,*,-NONE-,S-PRP,VBN1VP0S-PRP0,1,ARGM-PNC
2185,remove,VB,*,-NONE-,NP-SBJ,VB1VP1VP1S-PRP0NP-SBJ0,0,ARG0
2186,remove,VB,the,DT,NP,VB1VP0NP0,1,ARG1
2187,adjusted,VBN,The,DT,NP-SBJ-1,VBN1VP1VP1VP1S0NP-SBJ-10,0,ARG1
2188,adjusted,VBN,n't,RB,RB,VBN1VP1VP0RB0,0,ARGM-NEG
2189,adjusted,VBN,for,IN,PP-PRP,VBN1VP0PP-PRP0,1,ARG4-for
2190,said,VBD,Kenneth,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
2191,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
2193,taper,VB,demand,NN,NP-SBJ-1,VB1VP1VP1S1VP1VP1S0NP-SBJ-10,0,ARG1
2194,failed,VBN,At,IN,PP-TMP,VBN1VP1VP1S0PP-TMP0,0,ARGM-TMP
2195,failed,VBN,the,DT,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0,ARG1
2197,revive,VB,the,DT,NP-SBJ-1,VB1VP1VP1S1VP1VP1S0NP-SBJ-10,0,ARG0
2198,revive,VB,the,DT,NP,VB1VP0NP0,1,ARG1
2199,stepping,VBG,What,WP,WHNP-46,VBG1VP1SQ1SBARQ-TPC-10WHNP-460,0,ARG1
2200,stepping,VBG,forward,RB,ADVP-DIR,VBG1VP0ADVP-DIR0,1,ARGM-DIR
2201,stepping,VBG,*-2,-NONE-,S-PRP,VBG1VP0S-PRP0,1,ARGM-PNC
2202,pick,VB,What,WP,WHNP-46,VB1VP1VP1S-PRP1VP1SQ1SBARQ-TPC-10WHNP-460,0,ARG0
2203,pick,VB,the,DT,NP,VB1VP0NP0,1,ARG1
2204,asked,VBD,he,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
2205,asked,VBD,What,WP,SBARQ-TPC-1,VBD1VP1S0SBARQ-TPC-10,0,ARG1
2206,draw,VBP,I,PRP,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
2207,draw,VBP,a,DT,NP,VBP1VP0NP0,1,ARG1
2209,growing,VBG,the,DT,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0,ARG1
2211,growing,VBG,very,RB,ADVP-MNR,VBG1VP0ADVP-MNR0,1,ARG2-MNR
2212,growing,VBG,if,IN,SBAR-ADV,VBG1VP0SBAR-ADV0,1,ARGM-ADV
2213,fell,VBD,Factory,NN,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
2214,fell,VBD,in,IN,PP-TMP,VBD1VP0PP-TMP0,1,ARGM-TMP
2215,predicting,VBG,many,JJ,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0,ARG0
2216,predicting,VBG,n't,RB,RB,VBG1VP1VP0RB0,0,ARGM-NEG
2217,predicting,VBG,that,IN,SBAR,VBG1VP0SBAR0,1,ARG1
2219,slip,VB,into,IN,PP-DIR,VB1VP0PP-DIR0,1,ARG2-into
2220,cite,VBP,They,PRP,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
2221,cite,VBP,a,DT,NP,VBP1VP0NP0,1,ARG1
2223,provide,VBP,early,JJ,NP,VBP1VP0NP0,1,ARG1
2224,watched,VBN,closely,RB,ADVP-MNR,VBN1VP0ADVP-MNR0,0,ARGM-MNR
2225,watched,VBN,Inventories,NNS,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0,ARG1
2226,watched,VBN,for,IN,PP-PRP,VBN1VP0PP-PRP0,1,ARGM-PNC
2228,say,VBP,Economists,NNS,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
2229,say,VBP,0,-NONE-,SBAR,VBP1VP0SBAR0,1,ARG1
2230,provoke,VB,a,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
2231,provoke,VB,can,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
2232,provoke,VB,cutbacks,NNS,NP,VB1VP0NP0,1,ARG1
2233,lead,VB,can,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
2234,lead,VB,to,TO,PP-CLR,VB1VP0PP-CLR0,1,ARG2-to
2235,lead,VB,cutbacks,NNS,NP,VB1VP1VP1S1SBAR1NP0NP0,0,ARG0
2236,had,VBD,But,CC,CC,VBD1VP1S0CC0,0,ARGM-DIS
2237,had,VBD,yesterday,NN,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
2238,had,VBD,good,JJ,NP,VBD1VP0NP0,1,ARG1
2239,said,VBD,it,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
2240,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
2241,fell,VBD,factory,NN,NP-SBJ,VBD1VP1VP1S0NP-SBJ0,0,ARG1
2242,fell,VBD,0.1,CD,NP-EXT,VBD1VP0NP-EXT0,1,ARG2-EXT
2244,fell,VBD,the,DT,NP,VBD1VP1VP0NP0,1,ARGM-ADV
2245,conforms,VBZ,This,DT,NP-SBJ,VBZ1VP1S-TPC-10NP-SBJ0,0,ARG1
2247,said,VBD,This,DT,S-TPC-1,VBD1VP1SINV0S-TPC-10,0,ARG1
2248,said,VBD,Elliott,NNP,NP-SBJ,VBD1VP1SINV0NP-SBJ0,1,ARG0
2249,see,VB,I,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
2251,see,VB,any,DT,NP,VB1VP0NP0,1,ARG1
2253,eases,VBZ,inflation,NN,NP,VBZ1VP0NP0,1,ARG1
2254,eases,VBZ,without,IN,PP-MNR,VBZ1VP0PP-MNR0,1,ARGM-ADV
2255,leading,VBG,an,DT,NP,VBG1VP1S-NOM1PP-MNR1VP1S1SBAR1NP-PRD0NP0,0,ARG0
2256,leading,VBG,to,TO,PP-CLR,VBG1VP0PP-CLR0,1,ARG2-to
2257,said,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
2258,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
2259,intended,VBN,those,DT,NP,VBN1VP1NP0NP0,0,ARG2
2260,intended,VBN,*,-NONE-,S,VBN1VP0S0,1,ARG1
2261,last,VB,those,DT,NP,VB1VP1VP1S1VP1NP0NP0,0,ARG1
2262,last,VB,fewer,JJR,NP,VB1VP0NP0,1,ARG2
2263,fell,VBD,orders,NNS,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0,ARG1
2265,fell,VBD,in,IN,PP-TMP,VBD1VP0PP-TMP0,1,ARGM-TMP
2266,fell,VBD,to,TO,PP-DIR,VBD1VP0PP-DIR0,1,ARG4-to
2267,fell,VBD,after,RB,PP-TMP,VBD1VP0PP-TMP0,1,ARGM-TMP
2268,climbing,VBG,orders,NNS,NP-SBJ-1,VBG1VP1S-NOM1PP-TMP1VP1S0NP-SBJ-10,0,ARG1
2269,climbing,VBG,0.9,CD,NP-EXT,VBG1VP0NP-EXT0,1,ARG2-EXT
2271,rising,VBG,Orders,NNS,NP-SBJ-1,VBG1VP1S-NOM1PP-TMP1VP1S0NP-SBJ-10,0,ARG1
2272,rising,VBG,3.9,CD,NP-EXT,VBG1VP0NP-EXT0,1,ARG2-EXT
2273,rising,VBG,the,DT,NP-TMP,VBG1VP0NP-TMP0,1,ARGM-TMP
2274,estimated,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
2275,estimated,VBD,previously,RB,ADVP-TMP,VBD1VP1S0ADVP-TMP0,0,ARGM-TMP
2277,fell,VBD,durable-goods,NNS,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
2278,fell,VBD,0.1,CD,NP-EXT,VBD1VP0NP-EXT0,1,ARG2-EXT
2279,fell,VBD,in,IN,PP-TMP,VBD1VP0PP-TMP0,1,ARGM-TMP
2280,fell,VBD,Factory,NN,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
2281,fell,VBD,1.6,CD,NP-EXT,VBD1VP0NP-EXT0,1,ARG2-EXT
2282,fell,VBD,to,TO,PP-DIR,VBD1VP0PP-DIR0,1,ARG4-to
2283,fell,VBD,after,IN,PP-TMP,VBD1VP0PP-TMP0,1,ARGM-TMP
2284,rising,VBG,Factory,NN,NP-SBJ,VBG1VP1S-NOM1PP-TMP1VP1S0NP-SBJ0,0,ARG1
2285,rising,VBG,5.4,CD,NP-EXT,VBG1VP0NP-EXT0,1,ARG2-EXT
2286,rising,VBG,in,IN,PP-TMP,VBG1VP0PP-TMP0,1,ARGM-TMP
2287,noted,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
2288,noted,VBD,Shipments,NNS,S-TPC-1,VBD1VP1S0S-TPC-10,0,ARG1
2289,rose,VBD,Manufacturers,NNS,NP-SBJ-3,VBD1VP1S0NP-SBJ-30,0,ARG1
2292,rose,VBD,to,TO,PP-DIR,VBD1VP0PP-DIR0,1,ARG4-to
2293,rose,VBD,*-3,-NONE-,S-ADV,VBD1VP0S-ADV0,1,ARGM-ADV
2295,helped,VBN,by,IN,PP,VBN1VP0PP0,1,ARG0-by
2297,declined,VBD,Excluding,VBG,PP,VBD1VP1S0PP0,0,ARGM-ADV
2298,declined,VBD,backlogs,NNS,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
2299,declined,VBD,0.3,CD,NP-EXT,VBD1VP0NP-EXT0,1,ARG2-EXT
2300,said,VBD,In,IN,PP-LOC,VBD1VP1S0PP-LOC0,0,ARGM-LOC
2301,said,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
2303,accounts,VBZ,residential,JJ,NP,VBZ1VP1S1SBAR1NP-SBJ0NP0,0,ARG0
2304,accounts,VBZ,for,IN,PP-CLR,VBZ1VP0PP-CLR0,1,ARG1-for
2305,predicted,VBD,David,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
2308,boost,VB,eventually,RB,ADVP-TMP,VB1VP1VP1S0ADVP-TMP0,0,ARGM-TMP
2309,boost,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
2311,boost,VB,but,CC,PP,VB1VP0PRN0PP0,1,ARGM-TMP
2312,showing,VBG,no,DT,NP-SBJ,VBG1VP1S-NOM0NP-SBJ0,0,ARG0
2313,showing,VBG,strength,NN,NP,VBG1VP0NP0,1,ARG1
2314,rose,VBD,Government,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
2315,rose,VBD,4.3,CD,NP-EXT,VBD1VP0NP-EXT0,1,ARG2-EXT
2316,rose,VBD,to,TO,PP-DIR,VBD1VP0PP-DIR0,1,ARG4-to
2318,adjusting,VBG,*-1,-NONE-,-NONE-,VBG1VP1S-NOM0NP-SBJ0-NONE-0,0,ARG0
2319,said,VBD,After,RB,PP-TMP,VBD1VP1S0PP-TMP0,0,ARGM-TMP
2320,said,VBD,the,DT,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0,ARG0
2321,said,VBD,construction,NN,S,VBD1VP0SBAR0S0,1,ARG1
2322,change,VB,construction,NN,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG1
2323,change,VB,n't,RB,RB,VB1VP1VP0RB0,0,ARGM-NEG
2324,change,VB,in,IN,PP-TMP,VB1VP0PP-TMP0,1,ARGM-TMP
2325,ran,VBD,For,IN,PP-TMP,VBD1VP1S0PP-TMP0,0,ARGM-TMP
2326,ran,VBD,total,JJ,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
2327,ran,VBD,about,RB,PP,VBD1VP0PP0,1,ARGM-MNR
2328,contrast,VBP,The,DT,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG1
2329,contrast,VBP,with,IN,PP-CLR,VBP1VP0PP-CLR0,1,ARG2-with
2330,issued,VBD,a,DT,NP,VBD1VP1NP0NP0,0,ARG1
2332,issued,VBD,by,IN,PP,VBD1VP0PP0,1,ARG0-by
2333,reported,VBD,Dodge,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
2334,reported,VBD,an,DT,NP,VBD1VP0NP0,1,ARG1
2335,awarded,VBN,construction,NN,NP,VBN1VP1NP0NP0,0,ARG1
2336,awarded,VBN,in,IN,PP-TMP,VBN1VP0PP-TMP0,1,ARGM-TMP
2338,counts,VBZ,money,NN,NP,VBZ1VP0NP0,1,ARG1
2339,counts,VBZ,as,IN,SBAR-TMP,VBZ1VP0SBAR-TMP0,1,ARGM-TMP
2340,spent,VBN,it,PRP,NP-SBJ-53,VBN1VP1VP1S0NP-SBJ-530,0,ARG3
2341,counts,VBZ,Dodge,NNP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
2342,counts,VBZ,contracts,NNS,NP,VBZ1VP0NP0,1,ARG1
2343,counts,VBZ,when,WRB,SBAR-TMP,VBZ1VP0SBAR-TMP0,1,ARGM-TMP
2344,awarded,VBN,they,PRP,NP-SBJ-54,VBN1VP1VP1S0NP-SBJ-540,0,ARG1
2345,includes,VBZ,The,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
2346,includes,VBZ,money,NN,NP,VBZ1VP0NP0,1,ARG1
2347,spent,VBN,money,NN,NP,VBN1VP1NP0NP0,0,ARG3
2348,spent,VBN,on,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG1-on
2349,continues,VBZ,the,DT,NP-SBJ-1,VBZ1VP1S0NP-SBJ-10,0,ARG1
2350,indicate,VB,the,DT,NP-SBJ-1,VB1VP1VP1S1VP1S0NP-SBJ-10,0,ARG0
2351,indicate,VB,a,DT,NP,VB1VP0NP0,1,ARG1
2352,slowing,VBG,economy,NN,NN,VBG1NP0NN0,1,ARG1
2353,signaling,VBG,Although,IN,SBAR-ADV,VBG1VP1VP1S-TPC-20SBAR-ADV0,0,ARGM-ADV
2354,signaling,VBG,it,PRP,NP-SBJ,VBG1VP1VP1S-TPC-20NP-SBJ0,0,ARG0
2355,signaling,VBG,n't,RB,RB,VBG1VP1VP0RB0,0,ARGM-NEG
2356,signaling,VBG,an,DT,NP,VBG1VP0NP0,1,ARG1
2357,said,VBD,Although,IN,S-TPC-2,VBD1VP1SINV0S-TPC-20,0,ARG1
2359,said,VBD,He,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
2360,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
2361,have,VB,would,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
2362,considered,VBN,the,DT,NP-SBJ-1,VBN1VP1VP1VP1S-PRP1VP1VP1S1VP1VP1S0NP-SBJ-10,0,ARG1
2363,considered,VBN,a,DT,NP-PRD,VBN1VP0S0NP-PRD0,1,ARG2
2364,offered,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
2365,offered,VBD,new,JJ,NP,VBD1VP0NP0,1,ARG1
2367,continuing,VBG,still,RB,ADVP-TMP,VBG1VP1S0ADVP-TMP0,0,ARGM-TMP
2368,slowing,VBG,the,DT,NP-SBJ-1,VBG1VP1VP1VP1S0NP-SBJ-10,0,ARG1
2369,slowing,VBG,",",",",PRN,VBG1VP1VP1VP1S0PRN0,0,ARGM-ADV
2370,slowing,VBG,may,MD,MD,VBG1VP1VP1VP0MD0,0,ARGM-MOD
2372,reported,VBD,Only,RB,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
2373,reported,VBD,better,JJR,NP,VBD1VP0NP0,1,ARG1
2374,reported,VBD,in,IN,PP-TMP,VBD1VP0PP-TMP0,1,ARGM-TMP
2375,reported,VBD,down,RB,ADVP,VBD1VP0ADVP0,1,ARGM-ADV
2377,said,VBD,8,CD,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
2378,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
2379,added,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
2381,added,VBD,evidence,NN,NP,VBD1VP0NP0,1,ARG1
2382,purchasing,VBG,managers,NNS,NNS,VBG1NP-SBJ0NNS0,1,ARG0
2383,said,VBD,For,IN,PP-TMP,VBD1VP1S0PP-TMP0,0,ARGM-TMP
2385,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
2386,purchased,VBD,they,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
2387,purchased,VBD,the,DT,NP,VBD1VP1S1SBAR1NP0NP0,0,ARG1
2388,fell,VBD,prices,NNS,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
2389,said,VBD,They,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
2390,said,VBD,also,RB,ADVP,VBD1VP1S0ADVP0,0,ARGM-DIS
2391,said,VBD,that,IN,SBAR,VBD1VP0SBAR0,1,ARG1
